Gene ID,Location,Genome,Strand,Start,End,Length (bp),NR Description,COG ID,COG Type,Gene Name,KO ID,KO Description,Family,Class,ARO Name,ARO Description,Drug_class,Resistance_mechanism
gene0069,Scaffold3,G_bin70,+,11869,12918,1050,ATP-dependent protease,COG0606,O,comM,K07391,magnesium chelatase family protein,-,-,-,-,-,-
gene0070,Scaffold3,G_bin70,-,15169,12977,2193,hypothetical protein,ENOG410XPM9,S,-,-,-,-,-,-,-,-,-
gene0071,Scaffold3,G_bin70,+,15296,15547,252,-,-,-,-,-,-,-,-,-,-,-,-
gene0072,Scaffold3,G_bin70,+,15765,16367,603,DUF3575 domain-containing protein,-,-,-,-,-,-,-,-,-,-,-
gene0073,Scaffold3,G_bin70,-,16804,16457,348,metal-sensitive transcriptional regulator,COG1937,S,"csoR, ricR",K21600,"CsoR family transcriptional regulator, copper-sensing transcriptional repressor",-,-,-,-,-,-
gene0074,Scaffold3,G_bin70,-,17062,16877,186,-,-,-,-,-,-,-,-,-,-,-,-
gene0075,Scaffold3,G_bin70,-,18437,17133,1305,-,-,-,-,-,-,-,-,-,-,-,-
gene0076,Scaffold3,G_bin70,+,18388,19227,840,hypothetical protein,ENOG410YWNZ,S,"mlaD, linM",K02067,phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein,-,-,-,-,-,-
gene0077,Scaffold4,G_bin70,-,1223,285,939,protein-methionine-sulfoxide reductase catalytic subunit MsrP,COG2041,S,msrP,K07147,methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-],-,-,-,-,-,-
gene0078,Scaffold4,G_bin70,+,1341,2600,1260,sorbosone dehydrogenase,COG2133,G,-,-,-,AA,AA12,-,-,-,-
gene0079,Scaffold4,G_bin70,-,3208,2669,540,-,-,-,-,-,-,-,-,-,-,-,-
gene0080,Scaffold4,G_bin70,-,3881,3390,492,sulfur-oxidizing protein SoxY,-,-,soxY,K17226,sulfur-oxidizing protein SoxY,-,-,-,-,-,-
gene0081,Scaffold4,G_bin70,+,4092,4562,471,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0082,Scaffold4,G_bin70,-,5303,4578,726,hypothetical protein,COG0671,I,bcrC,K19302,undecaprenyl-diphosphatase [EC:3.6.1.27],-,-,-,-,-,-
gene0083,Scaffold4,G_bin70,-,6133,5300,834,phosphoesterase,COG0671,I,bcrC,K19302,undecaprenyl-diphosphatase [EC:3.6.1.27],-,-,-,-,-,-
gene0084,Scaffold4,G_bin70,+,6370,8352,1983,S46 family peptidase,ENOG410XPBV,S,-,-,-,-,-,-,-,-,-
gene0085,Scaffold4,G_bin70,+,8561,10033,1473,recombinase RecQ,COG0514,L,recQ,K03654,ATP-dependent DNA helicase RecQ [EC:3.6.4.12],-,-,-,-,-,-
gene0086,Scaffold4,G_bin70,-,11052,10030,1023,methyltransferase domain-containing protein,COG0500,Q,ubiG,K00568,2-polyprenyl-6-hydroxyphenyl methylase / 3-demethylubiquinone-9 3-methyltransferase [EC:2.1.1.222 2.1.1.64],-,-,-,-,-,-
gene0087,Scaffold4,G_bin70,+,11236,11493,258,-,-,-,-,-,-,-,-,-,-,-,-
gene0088,Scaffold4,G_bin70,-,11970,11569,402,DUF4383 domain-containing protein,ENOG41120RP,S,-,-,-,-,-,-,-,-,-
gene0089,Scaffold4,G_bin70,-,13465,12092,1374,magnesium transporter,COG2239,P,mgtE,K06213,magnesium transporter,-,-,-,-,-,-
gene0090,Scaffold4,G_bin70,+,13616,14641,1026,NAD-dependent epimerase/dehydratase family protein,ENOG410XQSG,S,-,-,-,-,-,-,-,-,-
gene0091,Scaffold4,G_bin70,-,15001,14705,297,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0092,Scaffold4,G_bin70,+,15066,15971,906,3-hydroxyisobutyrate dehydrogenase,COG2084,I,"HIBADH, mmsB",K00020,3-hydroxyisobutyrate dehydrogenase [EC:1.1.1.31],-,-,-,-,-,-
gene0093,Scaffold4,G_bin70,+,15968,17197,1230,cysteine desulfurase-like protein,COG0520,E,-,-,-,-,-,-,-,-,-
gene0094,Scaffold4,G_bin70,-,18472,17201,1272,hypothetical protein,COG1306,S,-,-,-,-,-,-,-,-,-
gene0095,Scaffold5,G_bin70,-,860,192,669,hypothetical protein,ENOG410XSZ2,S,-,-,-,-,-,-,-,-,-
gene0096,Scaffold5,G_bin70,-,1687,857,831,16S rRNA (cytidine(1402)-2'-O)-methyltransferase,COG0313,S,rsmI,K07056,16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198],-,-,-,-,-,-
gene0097,Scaffold5,G_bin70,-,2134,1781,354,thioredoxin,COG0526,O,trxA,K03671,thioredoxin 1,-,-,-,-,-,-
gene0098,Scaffold5,G_bin70,+,2193,2603,411,methylmalonyl-CoA epimerase,COG0346,E,"MCEE, epi",K05606,methylmalonyl-CoA/ethylmalonyl-CoA epimerase [EC:5.1.99.1],-,-,-,-,-,-
gene0099,Scaffold5,G_bin70,-,3072,2635,438,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0100,Scaffold5,G_bin70,+,3121,3849,729,pyridoxine 5'-phosphate synthase,COG0854,H,pdxJ,K03474,pyridoxine 5-phosphate synthase [EC:2.6.99.2],-,-,-,-,-,-
gene0101,Scaffold5,G_bin70,+,3961,5460,1500,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0102,Scaffold5,G_bin70,+,5481,6494,1014,hypothetical protein,COG0392,S,K07027,K07027,glycosyltransferase 2 family protein,-,-,-,-,-,-
gene0103,Scaffold5,G_bin70,+,6491,7390,900,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase,COG1947,I,ispE,K00919,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase [EC:2.7.1.148],-,-,-,-,-,-
gene0105,Scaffold5,G_bin70,+,7630,8475,846,ribose-phosphate pyrophosphokinase,COG0462,F,"PRPS, prsA",K00948,ribose-phosphate pyrophosphokinase [EC:2.7.6.1],-,-,-,-,-,-
gene0106,Scaffold5,G_bin70,+,9211,9483,273,-,-,-,-,-,-,-,-,-,-,-,-
gene0107,Scaffold5,G_bin70,+,9541,10299,759,hypothetical protein,ENOG410ZWAF,S,-,-,-,-,-,-,-,-,-
gene0108,Scaffold5,G_bin70,-,11081,10422,660,ligase-associated DNA damage response endonuclease PdeM,COG1407,S,-,-,-,-,-,-,-,-,-
gene0109,Scaffold5,G_bin70,-,13545,11074,2472,ligase-associated DNA damage response DEXH box helicase,COG1201,L,lhr,K03724,ATP-dependent helicase Lhr and Lhr-like helicase [EC:3.6.4.-],-,-,-,-,-,-
gene0110,Scaffold5,G_bin70,-,14438,13554,885,ATP-dependent DNA ligase,COG1793,L,LIG1,K10747,DNA ligase 1 [EC:6.5.1.1 6.5.1.6 6.5.1.7],-,-,-,-,-,-
gene0111,Scaffold5,G_bin70,+,14645,15688,1044,hypothetical protein,ENOG410ZW3P,V,-,-,-,-,-,-,-,-,-
gene0112,Scaffold5,G_bin70,-,18008,15702,2307,hypothetical protein,COG0461,F,pyrE,K00762,orotate phosphoribosyltransferase [EC:2.4.2.10],-,-,-,-,-,-
gene0113,Scaffold6,G_bin70,-,2543,1329,1215,DUF5009 domain-containing protein,COG4299,S,-,-,-,-,-,-,-,-,-
gene0114,Scaffold6,G_bin70,-,3514,2540,975,DEAD/DEAH box helicase,ENOG410YMYK,S,-,-,-,-,-,-,-,-,-
gene0115,Scaffold6,G_bin70,-,4231,3713,519,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0116,Scaffold6,G_bin70,+,4625,5659,1035,diguanylate cyclase,ENOG410XNMH,T,pleD,K02488,"two-component system, cell cycle response regulator [EC:2.7.7.65]",-,-,-,-,-,-
gene0117,Scaffold6,G_bin70,-,6739,5660,1080,6-phosphofructokinase,COG0205,G,"pfk, pfp",K21071,ATP-dependent phosphofructokinase / diphosphate-dependent phosphofructokinase [EC:2.7.1.11 2.7.1.90],-,-,-,-,-,-
gene0118,Scaffold6,G_bin70,-,6925,6752,174,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0119,Scaffold6,G_bin70,-,7260,7102,159,-,-,-,-,-,-,-,-,-,-,-,-
gene0120,Scaffold6,G_bin70,+,7262,7444,183,-,-,-,-,-,-,-,-,-,-,-,-
gene0121,Scaffold6,G_bin70,+,7441,8343,903,4-hydroxybenzoate octaprenyltransferase,COG0382,H,ubiA,K03179,4-hydroxybenzoate polyprenyltransferase [EC:2.5.1.39],-,-,-,-,-,-
gene0122,Scaffold6,G_bin70,+,8340,8954,615,UbiX family flavin prenyltransferase,COG0163,H,"ubiX, bsdB, PAD1",K03186,flavin prenyltransferase [EC:2.5.1.129],-,-,-,-,-,-
gene0123,Scaffold6,G_bin70,+,8956,9432,477,YfcE family phosphodiesterase,COG0622,S,K07095,K07095,uncharacterized protein,-,-,-,-,-,-
gene0124,Scaffold6,G_bin70,-,9810,9568,243,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0125,Scaffold6,G_bin70,-,11077,9932,1146,nuclease,COG0322,L,uvrC,K03703,excinuclease ABC subunit C,-,-,-,-,-,-
gene0126,Scaffold6,G_bin70,-,11808,11062,747,formamidopyrimidine-DNA glycosylase,COG0266,L,"mutM, fpg",K10563,formamidopyrimidine-DNA glycosylase [EC:3.2.2.23 4.2.99.18],-,-,-,-,-,-
gene0127,Scaffold6,G_bin70,-,13159,11867,1293,phosphoribosylamine--glycine ligase,COG0151,F,purD,K01945,phosphoribosylamine---glycine ligase [EC:6.3.4.13],-,-,-,-,-,-
gene0128,Scaffold6,G_bin70,-,14163,13156,1008,hypothetical protein,COG0501,O,-,-,-,-,-,-,-,-,-
gene0129,Scaffold6,G_bin70,-,15426,14254,1173,cystathionine gamma-synthase,COG0626,E,CTH,K01758,cystathionine gamma-lyase [EC:4.4.1.1],-,-,-,-,-,-
gene0130,Scaffold6,G_bin70,+,15573,16610,1038,two-component system response regulator,COG3437,T,-,-,-,-,-,vanRF,vanRF is a vanR variant found in the vanF gene cluster,glycopeptide antibiotic,antibiotic target alteration
gene0131,Scaffold7,G_bin70,+,156,872,717,serine/threonine protein kinase,-,-,"prkC, stkP",K12132,eukaryotic-like serine/threonine-protein kinase [EC:2.7.11.1],-,-,-,-,-,-
gene0132,Scaffold7,G_bin70,-,3886,1943,1944,hypothetical protein,COG1404,O,-,-,-,-,-,-,-,-,-
gene0133,Scaffold7,G_bin70,-,5463,3886,1578,Fe-S-binding domain-containing protein,COG1008,C,nuoM,K00342,NADH-quinone oxidoreductase subunit M [EC:7.1.1.2],-,-,-,-,-,-
gene0134,Scaffold7,G_bin70,-,7671,5467,2205,NADH-quinone oxidoreductase subunit L,COG1009,C,nuoL,K00341,NADH-quinone oxidoreductase subunit L [EC:7.1.1.2],-,-,-,-,-,-
gene0135,Scaffold7,G_bin70,-,7961,7668,294,NADH-quinone oxidoreductase subunit K,COG0713,C,nuoK,K00340,NADH-quinone oxidoreductase subunit K [EC:7.1.1.2],-,-,-,-,-,-
gene0136,Scaffold7,G_bin70,-,8473,7958,516,NADH-quinone oxidoreductase subunit E,COG0839,C,nuoJ,K00339,NADH-quinone oxidoreductase subunit J [EC:7.1.1.2],-,-,-,-,-,-
gene0137,Scaffold7,G_bin70,-,8970,8473,498,NADH-quinone oxidoreductase subunit I,COG1143,C,nuoI,K00338,NADH-quinone oxidoreductase subunit I [EC:7.1.1.2],-,-,-,-,-,-
gene0138,Scaffold7,G_bin70,-,10256,8970,1287,NADH-quinone oxidoreductase subunit H,COG1005,C,nuoH,K00337,NADH-quinone oxidoreductase subunit H [EC:7.1.1.2],-,-,-,-,-,-
gene0139,Scaffold7,G_bin70,-,11797,10253,1545,hypothetical protein,COG1034,C,nuoG,K00336,NADH-quinone oxidoreductase subunit G [EC:7.1.1.2],-,-,-,-,-,-
gene0140,Scaffold7,G_bin70,-,13125,11812,1314,NADH oxidoreductase (quinone) subunit F,COG1894,C,nuoF,K00335,NADH-quinone oxidoreductase subunit F [EC:7.1.1.2],-,-,-,-,-,-
gene0141,Scaffold7,G_bin70,-,13682,13125,558,NAD(P)H-dependent oxidoreductase subunit E,COG1905,C,nuoE,K00334,NADH-quinone oxidoreductase subunit E [EC:7.1.1.2],-,-,-,-,-,-
gene0142,Scaffold7,G_bin70,-,14992,13679,1314,NADH-quinone oxidoreductase subunit D,COG0649,C,nuoD,K00333,NADH-quinone oxidoreductase subunit D [EC:7.1.1.2],-,-,-,-,-,-
gene0143,Scaffold7,G_bin70,-,15693,14992,702,NADH-quinone oxidoreductase subunit C,COG0852,C,nuoC,K00332,NADH-quinone oxidoreductase subunit C [EC:7.1.1.2],-,-,-,-,-,-
gene0144,Scaffold8,G_bin70,-,698,570,129,-,-,-,-,-,-,-,-,-,-,-,-
gene0145,Scaffold8,G_bin70,-,2040,841,1200,hypothetical protein,COG0420,L,"sbcD, mre11",K03547,DNA repair protein SbcD/Mre11,-,-,-,-,-,-
gene0146,Scaffold8,G_bin70,-,2944,2099,846,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0147,Scaffold8,G_bin70,-,4912,2948,1965,ATP-binding protein,COG0433,S,K06915,K06915,uncharacterized protein,-,-,-,-,-,-
gene0148,Scaffold8,G_bin70,-,5982,5032,951,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0149,Scaffold8,G_bin70,+,6068,7075,1008,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0150,Scaffold8,G_bin70,+,7134,7511,378,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0151,Scaffold8,G_bin70,+,7532,8269,738,SIS domain-containing protein,COG4821,S,-,-,-,-,-,-,-,-,-
gene0152,Scaffold8,G_bin70,+,8309,8500,192,DUF2306 domain-containing protein,ENOG4111Z1F,S,-,-,-,-,-,-,-,-,-
gene0153,Scaffold8,G_bin70,+,8488,9306,819,hypothetical protein,COG1073,S,K06889,K06889,uncharacterized protein,CE,CE7,-,-,-,-
gene0154,Scaffold8,G_bin70,-,10509,9307,1203,hypothetical protein,ENOG410XTIC,S,-,-,-,-,-,-,-,-,-
gene0155,Scaffold8,G_bin70,+,10685,13510,2826,hypothetical protein,ENOG4111G43,S,-,-,-,-,-,-,-,-,-
gene0156,Scaffold8,G_bin70,+,13599,14150,552,spermidine/putrescine ABC transporter substrate-binding protein,COG0687,E,potD,K11069,spermidine/putrescine transport system substrate-binding protein,-,-,-,-,-,-
gene0157,Scaffold8,G_bin70,+,14147,14935,789,spermidine/putrescine transport system permease protein,COG1176,P,potB,K11071,spermidine/putrescine transport system permease protein,-,-,-,-,-,-
gene0158,Scaffold9,G_bin70,+,425,859,435,-,-,-,-,-,-,-,-,-,-,-,-
gene0159,Scaffold9,G_bin70,-,998,810,189,30S ribosomal protein S21,COG0828,J,"RP-S21, MRPS21, rpsU",K02970,small subunit ribosomal protein S21,-,-,-,-,-,-
gene0160,Scaffold9,G_bin70,-,1299,1105,195,cold-shock protein,COG1278,K,cspA,K03704,cold shock protein,-,-,-,-,-,-
gene0161,Scaffold9,G_bin70,+,1474,1653,180,-,-,-,-,-,-,-,-,-,-,-,-
gene0162,Scaffold9,G_bin70,+,1686,3245,1560,aspartate aminotransferase family protein,COG0076,E,-,-,-,-,-,-,-,-,-
gene0163,Scaffold9,G_bin70,+,3382,5130,1749,hypothetical protein,COG2205,T,phoR,K07636,"two-component system, OmpR family, phosphate regulon sensor histidine kinase PhoR [EC:2.7.13.3]",-,-,vanSE,vanSE is a vanS variant found in the vanE gene cluster,glycopeptide antibiotic,antibiotic target alteration
gene0164,Scaffold9,G_bin70,+,5131,5814,684,response regulator transcription factor,COG0745,T,-,-,-,-,-,vanRD,vanRD is a mutated vanR variant found in the vanD gene cluster that caused constitutive expression of vanD peptidoglycan synthesis,glycopeptide antibiotic,antibiotic target alteration
gene0165,Scaffold9,G_bin70,+,6006,6914,909,sulfurtransferase,COG2897,P,"TST, MPST, sseA",K01011,thiosulfate/3-mercaptopyruvate sulfurtransferase [EC:2.8.1.1 2.8.1.2],-,-,-,-,-,-
gene0166,Scaffold9,G_bin70,+,6911,7432,522,YeeE/YedE family protein,ENOG410ZX40,S,K07112,K07112,uncharacterized protein,-,-,-,-,-,-
gene0167,Scaffold9,G_bin70,+,7423,8019,597,sulfurtransferase,ENOG4111IBB,S,-,-,-,-,-,-,-,-,-
gene0168,Scaffold9,G_bin70,+,7986,8591,606,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0169,Scaffold9,G_bin70,-,9000,8884,117,-,-,-,-,-,-,-,-,-,-,-,-
gene0170,Scaffold9,G_bin70,-,12529,9917,2613,hypothetical protein,ENOG410ZI5T,S,-,-,-,-,-,-,-,-,-
gene0171,Scaffold9,G_bin70,+,12496,12609,114,-,-,-,-,-,-,-,-,-,-,-,-
gene0172,Scaffold9,G_bin70,-,14450,12897,1554,aldehyde dehydrogenase,COG1012,C,ALDH,K00128,aldehyde dehydrogenase (NAD+) [EC:1.2.1.3],-,-,-,-,-,-
