Gene ID,Location,Genome,Strand,Start,End,Length (bp),NR Description,COG ID,COG Type,Gene Name,KO ID,KO Description,Family,Class,ARO Name,ARO Description,Drug_class,Resistance_mechanism
gene0060,Scaffold2,G_bin267,-,9025,8246,780,thioesterase,COG3208,Q,-,-,-,-,-,-,-,-,-
gene0061,Scaffold2,G_bin267,-,10207,9065,1143,acyl-CoA dehydrogenase family protein,COG1960,I,"ACADM, acd",K00249,acyl-CoA dehydrogenase [EC:1.3.8.7],-,-,-,-,-,-
gene0062,Scaffold2,G_bin267,-,12207,10204,2004,radical SAM protein,COG1032,C,-,-,-,-,-,-,-,-,-
gene0063,Scaffold2,G_bin267,-,14906,12258,2649,amino acid adenylation domain-containing protein,COG1020,Q,-,-,-,-,-,-,-,-,-
gene0064,Scaffold2,G_bin267,-,16812,15613,1200,cytochrome P450,COG2124,Q,-,-,-,-,-,-,-,-,-
gene0065,Scaffold2,G_bin267,+,17299,17529,231,-,-,-,-,-,-,-,-,-,-,-,-
gene0066,Scaffold2,G_bin267,+,17576,20488,2913,helix-turn-helix transcriptional regulator,COG3899,T,-,-,-,-,-,-,-,-,-
gene0067,Scaffold2,G_bin267,+,20765,21103,339,TcmI family type II polyketide cyclase,-,-,-,-,-,-,-,-,-,-,-
gene0068,Scaffold2,G_bin267,+,21174,22523,1350,FAD-dependent monooxygenase,COG0654,C;H,-,-,-,-,-,-,-,-,-
gene0069,Scaffold2,G_bin267,-,25452,22483,2970,SARP family transcriptional regulator,COG3629,K,-,-,-,-,-,-,-,-,-
gene0070,Scaffold2,G_bin267,+,25638,26609,972,hypothetical protein,COG3979,G,-,-,-,GH,GH119,-,-,-,-
gene0071,Scaffold2,G_bin267,+,26606,26980,375,ATP-binding protein,ENOG410Z5TK,T,-,-,-,-,-,-,-,-,-
gene0072,Scaffold2,G_bin267,+,27019,29013,1995,DUF2264 domain-containing protein,COG4289,S,-,-,-,GH,GH154,-,-,-,-
gene0073,Scaffold2,G_bin267,-,29579,29025,555,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0074,Scaffold2,G_bin267,-,30370,29627,744,hypothetical protein,ENOG4111RGK,S,-,-,-,-,-,-,-,-,-
gene0075,Scaffold2,G_bin267,-,30538,30422,117,-,-,-,-,-,-,-,-,-,-,-,-
gene0076,Scaffold2,G_bin267,+,30658,31065,408,isocitrate lyase/phosphoenolpyruvate mutase family protein,COG2513,G,-,-,-,-,-,-,-,-,-
gene0077,Scaffold2,G_bin267,-,31907,31215,693,hypothetical protein,ENOG4111X27,S,-,-,-,-,-,-,-,-,-
gene0078,Scaffold2,G_bin267,-,32752,31904,849,ABC transporter ATP-binding protein,COG1131,V,ABC-2.A,K01990,ABC-2 type transport system ATP-binding protein,-,-,bcrA,bcrA is an ABC transporter found in Bacillus licheniformis that confers bacitracin resistance,peptide antibiotic,antibiotic efflux
gene0079,Scaffold2,G_bin267,-,33159,32797,363,DNA-binding transcriptional regulator YhcF (GntR family),COG1725,K,-,-,-,-,-,-,-,-,-
gene0080,Scaffold2,G_bin267,-,33341,33156,186,-,-,-,-,-,-,-,-,-,-,-,-
gene0081,Scaffold2,G_bin267,+,33386,33904,519,SigE family RNA polymerase sigma factor,ENOG4111PJE,K,-,-,-,-,-,-,-,-,-
gene0082,Scaffold2,G_bin267,+,33867,34001,135,-,-,-,-,-,-,-,-,-,-,-,-
gene0083,Scaffold2,G_bin267,+,34068,35204,1137,hypothetical protein,ENOG410Z9YP,S,-,-,-,-,-,-,-,-,-
gene0084,Scaffold2,G_bin267,-,36702,35284,1419,WGR domain-containing protein,COG3831,S,-,-,-,-,-,-,-,-,-
gene0085,Scaffold2,G_bin267,-,38259,36877,1383,FAD-dependent oxidoreductase,COG0446,S,-,-,-,-,-,-,-,-,-
gene0086,Scaffold2,G_bin267,-,39685,38408,1278,glutamate--cysteine ligase,COG2170,S,"gshA, ybdK",K06048,glutamate---cysteine ligase / carboxylate-amine ligase [EC:6.3.2.2 6.3.-.-],-,-,-,-,-,-
gene0087,Scaffold3,G_bin267,+,2219,3805,1587,aminotransferase class III-fold pyridoxal phosphate-dependent enzyme,COG4992,E,-,-,-,-,-,-,-,-,-
gene0088,Scaffold3,G_bin267,-,4243,3884,360,-,-,-,-,-,-,-,-,-,-,-,-
gene0089,Scaffold3,G_bin267,+,4259,5398,1140,Amine oxidase,ENOG410XS84,E,-,-,-,-,-,-,-,-,-
gene0090,Scaffold3,G_bin267,+,5572,6717,1146,cytochrome P450,COG2124,Q,-,-,-,-,-,-,-,-,-
gene0091,Scaffold3,G_bin267,+,7023,7160,138,-,-,-,-,-,-,-,-,-,-,-,-
gene0092,Scaffold3,G_bin267,+,7304,15649,8346,SDR family NAD(P)-dependent oxidoreductase,COG3321,Q,cpkA,K23365,5-hydroxydodecatetraenal polyketide synthase CpkA [EC:2.3.1.281],-,-,-,-,-,-
gene0093,Scaffold3,G_bin267,+,15665,21016,5352,type I polyketide synthase,COG3321,Q,-,-,-,-,-,-,-,-,-
gene0094,Scaffold3,G_bin267,+,21023,27319,6297,thioester reductase domain-containing protein,COG3321,Q,cpkC,K23367,5-hydroxydodecatetraenal polyketide synthase CpkC [EC:2.3.1.281],-,-,-,-,-,-
gene0095,Scaffold3,G_bin267,+,27316,28173,858,MULTISPECIES: NAD(P)H-binding protein,ENOG410XQXW,S,-,-,-,-,-,-,-,-,-
gene0096,Scaffold3,G_bin267,+,28278,28664,387,DUF4440 domain-containing protein,ENOG41120KN,S,-,-,-,-,-,-,-,-,-
gene0097,Scaffold3,G_bin267,-,29722,28739,984,helix-turn-helix domain-containing protein,COG4977,K,-,-,-,-,-,-,-,-,-
gene0098,Scaffold3,G_bin267,-,30755,30120,636,response regulator transcription factor,COG2197,T,-,-,-,-,-,-,-,-,-
gene0099,Scaffold3,G_bin267,-,31951,30728,1224,sensor domain-containing protein,COG4564,T,-,-,-,-,-,-,-,-,-
gene0100,Scaffold3,G_bin267,+,32113,33171,1059,acyl-CoA desaturase,ENOG410XVSZ,I,-,-,-,-,-,-,-,-,-
gene0101,Scaffold3,G_bin267,+,33308,33511,204,cold-shock protein,COG1278,K,cspA,K03704,cold shock protein,-,-,-,-,-,-
gene0102,Scaffold3,G_bin267,+,33549,34142,594,helix-turn-helix domain-containing protein,-,-,-,-,-,-,-,-,-,-,-
gene0103,Scaffold3,G_bin267,+,34198,34323,126,DUF397 domain-containing protein,ENOG4112AQU,S,-,-,-,-,-,-,-,-,-
gene0104,Scaffold3,G_bin267,-,34990,34364,627,dihydrofolate reductase family protein,COG0262,H,-,-,-,-,-,-,-,-,-
gene0105,Scaffold3,G_bin267,-,35463,34987,477,SRPBCC domain-containing protein,COG3832,S,-,-,-,-,-,-,-,-,-
gene0106,Scaffold3,G_bin267,-,35816,35478,339,helix-turn-helix transcriptional regulator,COG0640,K,-,-,-,-,-,-,-,-,-
gene0107,Scaffold3,G_bin267,+,35877,36671,795,GAP family protein,ENOG41122PR,S,-,-,-,-,-,-,-,-,-
gene0108,Scaffold3,G_bin267,-,37902,36985,918,SEC-C domain-containing protein,-,-,-,-,-,-,-,-,-,-,-
gene0110,Scaffold3,G_bin267,+,38488,39702,1215,RtcB family protein,COG1690,S,"RTCB, rtcB",K14415,tRNA-splicing ligase RtcB (3'-phosphate/5'-hydroxy nucleic acid ligase) [EC:6.5.1.8],-,-,-,-,-,-
gene0111,Scaffold4,G_bin267,+,367,687,321,MULTISPECIES: hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0112,Scaffold4,G_bin267,+,740,2572,1833,trypsin-like peptidase domain-containing protein,ENOG410Z449,S,-,-,-,-,-,-,-,-,-
gene0113,Scaffold4,G_bin267,+,2576,3646,1071,ATPase family protein associated with various cellular activities (AAA),COG0714,S,-,-,-,-,-,-,-,-,-
gene0114,Scaffold4,G_bin267,+,3643,8466,4824,"3',5'-cyclic AMP phosphodiesterase CpdA",COG1357,S,-,-,-,-,-,-,-,-,-
gene0115,Scaffold4,G_bin267,-,13035,8431,4605,pentapeptide repeat-containing protein,ENOG410XP3K,S,-,-,-,-,-,-,-,-,-
gene0116,Scaffold4,G_bin267,+,13501,15318,1818,hypothetical protein,ENOG410XSXP,S,-,-,-,-,-,-,-,-,-
gene0117,Scaffold4,G_bin267,+,15320,16252,933,ParA family protein,ENOG410XSSE,S,-,-,-,-,-,-,-,-,-
gene0118,Scaffold4,G_bin267,+,16237,17283,1047,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0119,Scaffold4,G_bin267,+,17267,18205,939,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0120,Scaffold4,G_bin267,+,18411,19268,858,putative GNAT superfamily acetyltransferase,COG3375,S,-,-,-,-,-,-,-,-,-
gene0121,Scaffold4,G_bin267,+,19265,20371,1107,o-succinylbenzoate synthase,COG4948,M,menC,K02549,O-succinylbenzoate synthase [EC:4.2.1.113],-,-,-,-,-,-
gene0122,Scaffold4,G_bin267,+,20738,21721,984,sulfotransferase family protein,-,-,-,-,-,-,-,-,-,-,-
gene0123,Scaffold4,G_bin267,+,21938,25612,3675,AMP-binding protein,ENOG410ZVNB,G,-,-,-,-,-,-,-,-,-
gene0124,Scaffold4,G_bin267,+,25672,27624,1953,ATP-binding cassette domain-containing protein,ENOG410XPIZ,S,-,-,-,-,-,msbA,"MsbA is a multidrug resistance transporter homolog from E. coli and belongs to a superfamily of transporters that contain an adenosine triphosphate (ATP) binding cassette (ABC) which is also called a nucleotide-binding domain (NBD). MsbA is a member of the MDR-ABC transporter group by sequence homology. MsbA transports lipid A, a major component of the bacterial outer cell membrane, and is the only bacterial ABC transporter that is essential for cell viability.",nitroimidazole antibiotic,antibiotic efflux
gene0125,Scaffold4,G_bin267,+,27621,29411,1791,ATP-binding cassette domain-containing protein,ENOG410XPIZ,S,-,-,-,-,-,msbA,"MsbA is a multidrug resistance transporter homolog from E. coli and belongs to a superfamily of transporters that contain an adenosine triphosphate (ATP) binding cassette (ABC) which is also called a nucleotide-binding domain (NBD). MsbA is a member of the MDR-ABC transporter group by sequence homology. MsbA transports lipid A, a major component of the bacterial outer cell membrane, and is the only bacterial ABC transporter that is essential for cell viability.",nitroimidazole antibiotic,antibiotic efflux
gene0126,Scaffold4,G_bin267,-,29790,29485,306,-,-,-,-,-,-,-,-,-,-,-,-
gene0127,Scaffold4,G_bin267,+,29794,31542,1749,hypothetical protein,ENOG410YFUD,S,-,-,-,-,-,-,-,-,-
gene0128,Scaffold4,G_bin267,-,32453,31593,861,ABC transporter permease,COG0842,V,-,-,-,-,-,-,-,-,-
gene0129,Scaffold4,G_bin267,-,33433,32450,984,daunorubicin resistance protein DrrA family ABC transporter ATP-binding protein,COG1131,V,ABC-2.A,K01990,ABC-2 type transport system ATP-binding protein,-,-,tetA(58),"TetA(58) is a Tetracycline efflux pump described in Paenibacillus sp. LC231, a strain of Paenibacillus isolated from Lechuguilla Cave, NM, USA. Described by Pawlowski et al. 2016.",tetracycline antibiotic,antibiotic efflux
gene0130,Scaffold4,G_bin267,+,33494,34288,795,TetR/AcrR family transcriptional regulator,ENOG41107N8,K,-,-,-,-,-,-,-,-,-
gene0131,Scaffold4,G_bin267,+,34450,35712,1263,serine/threonine-protein phosphatase,ENOG410ZPGJ,T,-,-,-,-,-,-,-,-,-
gene0132,Scaffold4,G_bin267,-,36023,35718,306,STAS domain-containing protein,COG1366,T,rsbV,K04749,anti-sigma B factor antagonist,-,-,-,-,-,-
gene0133,Scaffold4,G_bin267,-,37510,36248,1263,glycosyltransferase,ENOG410XPRU,M,rfbC,K20444,O-antigen biosynthesis protein [EC:2.4.1.-],GT,GT2_Glycos_transf_2,-,-,-,-
gene0134,Scaffold4,G_bin267,-,38107,37517,591,tetratricopeptide repeat protein,COG0457,S,rfbC,K20444,O-antigen biosynthesis protein [EC:2.4.1.-],GT,GT41,-,-,-,-
gene0135,Scaffold4,G_bin267,-,38382,38152,231,collagen-like protein,-,-,-,-,-,-,-,-,-,-,-
gene0136,Scaffold5,G_bin267,+,39,665,627,ABC transporter permease,COG1682,V,ABC-2.P,K01992,ABC-2 type transport system permease protein,-,-,-,-,-,-
gene0137,Scaffold5,G_bin267,+,665,1198,534,ABC transporter ATP-binding protein,COG1134,G;M,ABC-2.A,K01990,ABC-2 type transport system ATP-binding protein,-,-,tlrC,"tlrC is an ABC-F subfamily protein found in Streptomyces fradiae and confers resistance to mycinamicin, tylosin and lincosamides. tlrC is found in the tylosin biosynthetic cluster and is one mechanism by which S. fradiae protects itself from self-destruction when producing this macrolide.",lincosamide antibiotic;macrolide antibiotic;oxazolidinone antibiotic;phenicol antibiotic;pleuromutilin antibiotic;streptogramin antibiotic;tetracycline antibiotic,antibiotic target protection
gene0138,Scaffold5,G_bin267,-,2989,1496,1494,"MFS-type transporter involved in bile tolerance, Atg22 family",ENOG410XP7G,G,-,-,-,-,-,-,-,-,-
gene0139,Scaffold5,G_bin267,-,4434,3226,1209,mechanosensitive ion channel family protein,COG0668,M,ybiO,K22044,moderate conductance mechanosensitive channel,-,-,-,-,-,-
gene0140,Scaffold5,G_bin267,+,4677,5342,666,HNH endonuclease,COG1403,V,-,-,-,-,-,-,-,-,-
gene0141,Scaffold5,G_bin267,-,6062,5466,597,class F sortase,ENOG4111JT2,S,-,-,-,-,-,-,-,-,-
gene0142,Scaffold5,G_bin267,+,6135,6386,252,ROK family protein,ENOG4111M2T,G,"rifN, asm22",K16018,kanosamine 6-kinase [EC:2.7.1.179],-,-,-,-,-,-
gene0143,Scaffold5,G_bin267,-,6596,6363,234,-,-,-,-,-,-,-,-,-,-,-,-
gene0144,Scaffold5,G_bin267,-,7803,6766,1038,3-dehydroquinate synthase,COG0337,E,"rifG, asm47",K16020,5-deoxy-5-amino-3-dehydroquinate synthase,-,-,-,-,-,-
gene0145,Scaffold5,G_bin267,+,8199,8933,735,NAD(P)H-binding protein,ENOG410XQ65,S,-,-,-,-,-,-,-,-,-
gene0146,Scaffold5,G_bin267,+,9224,9427,204,beta-glucosidase,COG2723,G,bglB,K05350,beta-glucosidase [EC:3.2.1.21],GH,GH1,-,-,-,-
gene0147,Scaffold5,G_bin267,+,9562,10497,936,alpha/beta hydrolase,ENOG410XPVC,S,-,-,-,CE,CE10,-,-,-,-
gene0148,Scaffold5,G_bin267,+,10632,11789,1158,Acyl-CoA dehydrogenase,ENOG410XNVZ,I,-,-,-,-,-,-,-,-,-
gene0149,Scaffold5,G_bin267,+,11786,12874,1089,acyl-CoA dehydrogenase family protein,ENOG410XQFR,I,-,-,-,-,-,-,-,-,-
gene0150,Scaffold5,G_bin267,+,12958,13746,789,ABC transporter ATP-binding protein,COG0411,E,livG,K01995,branched-chain amino acid transport system ATP-binding protein,-,-,oleC,oleC is an ABC transporter isolated from Streptomyces antibioticus and is involved in oleandomycin secretion.,macrolide antibiotic,antibiotic efflux
gene0151,Scaffold5,G_bin267,+,13743,14465,723,ATP-binding cassette domain-containing protein,COG0410,E,livF,K01996,branched-chain amino acid transport system ATP-binding protein,-,-,bcrA,bcrA is an ABC transporter found in Bacillus licheniformis that confers bacitracin resistance,peptide antibiotic,antibiotic efflux
gene0152,Scaffold5,G_bin267,+,14495,15373,879,branched-chain amino acid ABC transporter permease,ENOG4111M19,E,livH,K01997,branched-chain amino acid transport system permease protein,-,-,-,-,-,-
gene0153,Scaffold5,G_bin267,+,15370,16485,1116,branched-chain amino acid ABC transporter permease,ENOG4111T0M,E,livM,K01998,branched-chain amino acid transport system permease protein,-,-,-,-,-,-
gene0154,Scaffold5,G_bin267,+,16539,17795,1257,ABC transporter substrate-binding protein,ENOG410XQH4,E,-,-,-,-,-,-,-,-,-
gene0155,Scaffold5,G_bin267,+,18016,18753,738,SDR family oxidoreductase,ENOG410XPR5,S,-,-,-,-,-,-,-,-,-
gene0156,Scaffold5,G_bin267,+,18801,19646,846,SDR family oxidoreductase,ENOG410XRZ9,S,-,-,-,-,-,-,-,-,-
gene0157,Scaffold5,G_bin267,+,19603,20622,1020,phosphotransferase,COG3173,S,-,-,-,-,-,APH(3')-Ib,APH(3')-Ib is a plasmid-encoded aminoglycoside phosphotransferase in E. coli,aminoglycoside antibiotic,antibiotic inactivation
gene0158,Scaffold5,G_bin267,+,20622,21860,1239,acyl-CoA dehydrogenase family protein,ENOG410XNTS,I,-,-,-,-,-,-,-,-,-
gene0159,Scaffold5,G_bin267,+,21944,22609,666,TetR family transcriptional regulator,ENOG410Y1RW,K,-,-,-,-,-,-,-,-,-
gene0160,Scaffold5,G_bin267,+,22788,25526,2739,AAA family ATPase,COG2771,K,-,-,-,-,-,-,-,-,-
gene0161,Scaffold5,G_bin267,-,26642,25566,1077,alcohol dehydrogenase catalytic domain-containing protein,COG1062,C,-,-,-,-,-,-,-,-,-
gene0162,Scaffold5,G_bin267,-,28102,26639,1464,aldehyde dehydrogenase family protein,COG1012,C,-,-,-,-,-,-,-,-,-
gene0163,Scaffold5,G_bin267,-,28831,28166,666,TetR/AcrR family transcriptional regulator C-terminal domain-containing protein,ENOG4111J7R,K,-,-,-,-,-,-,-,-,-
gene0164,Scaffold5,G_bin267,+,29014,30093,1080,acyl-CoA dehydrogenase family protein,COG1960,I,-,-,-,-,-,-,-,-,-
gene0165,Scaffold5,G_bin267,+,30110,30868,759,3-oxoacyl-ACP reductase FabG,ENOG410XNW1,S,"fabG, OAR1",K00059,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],-,-,-,-,-,-
gene0166,Scaffold5,G_bin267,+,30929,32101,1173,acyl-CoA dehydrogenase family protein,COG1960,I,-,-,-,-,-,-,-,-,-
gene0167,Scaffold5,G_bin267,+,32098,32565,468,MaoC family dehydratase,COG2030,I,-,-,-,-,-,-,-,-,-
gene0168,Scaffold5,G_bin267,+,32568,34118,1551,long-chain fatty acid--CoA ligase,COG0318,I;Q,"ACSL, fadD",K01897,long-chain acyl-CoA synthetase [EC:6.2.1.3],-,-,-,-,-,-
gene0169,Scaffold5,G_bin267,+,34638,35990,1353,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0170,Scaffold5,G_bin267,-,38303,36309,1995,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
