Gene ID,Location,Genome,Strand,Start,End,Length (bp),NR Description,COG ID,COG Type,Gene Name,KO ID,KO Description,Family,Class,ARO Name,ARO Description,Drug_class,Resistance_mechanism
gene0028,Scaffold2,G_bin431,+,70,759,690,glycoside hydrolase,ENOG410XR25,G,-,-,-,GH,GH9,-,-,-,-
gene0029,Scaffold2,G_bin431,-,1930,767,1164,amidohydrolase,COG1473,E,-,-,-,-,-,-,-,-,-
gene0030,Scaffold2,G_bin431,-,3278,1983,1296,amino acid permease,COG0531,E,-,-,-,-,-,-,-,-,-
gene0031,Scaffold2,G_bin431,-,4604,3354,1251,threonine synthase,COG0498,E,thrC,K01733,threonine synthase [EC:4.2.3.1],-,-,-,-,-,-
gene0032,Scaffold2,G_bin431,-,6665,4611,2055,hypothetical protein,ENOG4111F1J,S,-,-,-,-,-,-,-,-,-
gene0033,Scaffold2,G_bin431,-,7447,6710,738,hypothetical protein,ENOG410XSWC,S,-,-,-,-,-,-,-,-,-
gene0034,Scaffold2,G_bin431,-,7949,7680,270,DUF861 domain-containing protein,COG3450,S,K06995,K06995,uncharacterized protein,-,-,-,-,-,-
gene0035,Scaffold2,G_bin431,-,8731,8033,699,2-hydroxy-3-oxopropionate reductase,COG1985,H,-,-,-,-,-,-,-,-,-
gene0036,Scaffold2,G_bin431,+,8931,9914,984,"endo-1,4-beta-xylanase",COG3693,G,"E3.2.1.8, xynA",K01181,"endo-1,4-beta-xylanase [EC:3.2.1.8]",GH,GH10,-,-,-,-
gene0037,Scaffold2,G_bin431,-,10064,9921,144,-,-,-,-,-,-,-,-,-,-,-,-
gene0038,Scaffold2,G_bin431,-,11168,10149,1020,LysR family transcriptional regulator,ENOG410YD4Y,K,-,-,-,-,-,-,-,-,-
gene0039,Scaffold2,G_bin431,-,11538,11326,213,CopG family transcriptional regulator,ENOG41124ZR,K,-,-,-,-,-,-,-,-,-
gene0040,Scaffold2,G_bin431,+,11720,13696,1977,hydrogenase 4 subunit B,COG0651,C;P,-,-,-,-,-,-,-,-,-
gene0041,Scaffold2,G_bin431,+,13693,13947,255,formate hydrogenlyase,COG0650,C,-,-,-,-,-,-,-,-,-
gene0042,Scaffold2,G_bin431,-,14288,13926,363,ribonuclease E inhibitor RraB,-,-,-,-,-,-,-,-,-,-,-
gene0043,Scaffold2,G_bin431,-,14644,14345,300,2Fe-2S iron-sulfur cluster binding domain-containing protein,ENOG4111PG6,C,fdx,K04755,"ferredoxin, 2Fe-2S",-,-,-,-,-,-
gene0044,Scaffold2,G_bin431,-,14976,14725,252,hypothetical protein,ENOG411232S,S,-,-,-,-,-,-,-,-,-
gene0045,Scaffold2,G_bin431,+,15073,15948,876,PhzF family phenazine biosynthesis isomerase,COG0384,S,-,-,-,-,-,-,-,-,-
gene0046,Scaffold2,G_bin431,-,18686,17223,1464,glycosyl transferase,COG4641,S,-,-,-,-,-,-,-,-,-
gene0047,Scaffold2,G_bin431,-,19798,18683,1116,hypothetical protein,COG4641,S,-,-,-,-,-,-,-,-,-
gene0048,Scaffold2,G_bin431,-,20912,19788,1125,glycosyltransferase,COG4641,S,-,-,-,-,-,-,-,-,-
gene0049,Scaffold2,G_bin431,-,21435,20896,540,glycosyltransferase family 1 protein,COG0438,M,-,-,-,GT,GT4,-,-,-,-
gene0050,Scaffold2,G_bin431,+,21461,22198,738,aspartate aminotransferase family protein,COG4992,E,argD,K00821,acetylornithine/N-succinyldiaminopimelate aminotransferase [EC:2.6.1.11 2.6.1.17],-,-,-,-,-,-
gene0051,Scaffold2,G_bin431,+,22195,23196,1002,N-acetylornithine carbamoyltransferase,COG0078,E,argF,K09065,N-acetylornithine carbamoyltransferase [EC:2.1.3.9],-,-,-,-,-,-
gene0052,Scaffold2,G_bin431,+,23236,23967,732,conjugal transfer protein TraG,COG3505,U,"virD4, lvhD4",K03205,type IV secretion system protein VirD4 [EC:7.4.2.8],-,-,-,-,-,-
gene0053,Scaffold2,G_bin431,+,23964,24434,471,"ribbon-helix-helix protein, CopG family",ENOG4111SU3,S,-,-,-,-,-,-,-,-,-
gene0054,Scaffold3,G_bin431,-,2164,641,1524,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme,COG1167,K,K00375,K00375,GntR family transcriptional regulator / MocR family aminotransferase,-,-,-,-,-,-
gene0055,Scaffold3,G_bin431,+,2276,3490,1215,hypothetical protein,COG3503,S,-,-,-,-,-,-,-,-,-
gene0056,Scaffold3,G_bin431,+,3842,4141,300,YdeI/OmpD-associated family protein,COG4430,S,-,-,-,-,-,-,-,-,-
gene0057,Scaffold3,G_bin431,-,4415,4197,219,hypothetical protein,ENOG4111V3N,S,-,-,-,-,-,-,-,-,-
gene0058,Scaffold3,G_bin431,-,5305,4775,531,RNA polymerase subunit sigma,COG1595,K,-,-,-,-,-,-,-,-,-
gene0059,Scaffold3,G_bin431,-,6206,5928,279,-,-,-,-,-,-,-,-,-,-,-,-
gene0060,Scaffold3,G_bin431,+,6711,7583,873,protein-methionine-sulfoxide reductase catalytic subunit MsrP,COG2041,S,msrP,K07147,methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-],-,-,-,-,-,-
gene0061,Scaffold3,G_bin431,+,7742,8245,504,-,-,-,-,-,-,-,-,-,-,-,-
gene0062,Scaffold3,G_bin431,-,9945,8353,1593,alpha amylase,COG0366,G,"AMY, amyA, malS",K01176,alpha-amylase [EC:3.2.1.1],GH,GH13_36,-,-,-,-
gene0063,Scaffold3,G_bin431,+,10278,10976,699,Uma2 family endonuclease,ENOG4111NJ0,S,-,-,-,-,-,-,-,-,-
gene0064,Scaffold3,G_bin431,-,11928,10984,945,tryptophan 7-halogenase,ENOG410XSYF,S,"prnA, rebH, ktzQ",K14266,tryptophan 7-halogenase [EC:1.14.19.9],-,-,-,-,-,-
gene0065,Scaffold3,G_bin431,+,12337,12522,186,-,-,-,-,-,-,-,-,-,-,-,-
gene0066,Scaffold3,G_bin431,-,15594,12604,2991,TonB-dependent receptor,ENOG410XS2F,P,TC.FEV.OM,K02014,iron complex outermembrane recepter protein,-,-,-,-,-,-
gene0067,Scaffold3,G_bin431,+,15846,16556,711,alpha-glucosidase C-terminal domain-containing protein,COG0366,G,malZ,K01187,alpha-glucosidase [EC:3.2.1.20],GH,GH13_23,-,-,-,-
gene0068,Scaffold3,G_bin431,-,17135,16911,225,-,-,-,-,-,-,-,-,-,-,-,-
gene0069,Scaffold3,G_bin431,+,17475,17588,114,-,-,-,-,-,-,-,-,-,-,-,-
gene0070,Scaffold3,G_bin431,-,17934,17767,168,-,-,-,-,-,-,-,-,-,-,-,-
gene0071,Scaffold3,G_bin431,+,18048,18284,237,dihydrolipoamide succinyltransferase,COG0508,C,"DLST, sucB",K00658,2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61],-,-,-,-,-,-
gene0072,Scaffold3,G_bin431,+,18353,19021,669,ubiquinol-cytochrome c reductase iron-sulfur subunit,COG0723,C,"UQCRFS1, RIP1, petA",K00411,ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8],-,-,-,-,-,-
gene0073,Scaffold3,G_bin431,-,20014,19076,939,phenylacetic acid degradation operon negative regulatory protein PaaX,COG3327,K,paaX,K02616,phenylacetic acid degradation operon negative regulatory protein,-,-,-,-,-,-
gene0074,Scaffold3,G_bin431,+,20099,21142,1044,"1,2-phenylacetyl-CoA epoxidase subunit A",COG3396,Q,paaA,K02609,"ring-1,2-phenylacetyl-CoA epoxidase subunit PaaA [EC:1.14.13.149]",-,-,-,-,-,-
gene0075,Scaffold3,G_bin431,+,21139,21423,285,"1,2-phenylacetyl-CoA epoxidase subunit B",COG3460,Q,paaB,K02610,"ring-1,2-phenylacetyl-CoA epoxidase subunit PaaB",-,-,-,-,-,-
gene0076,Scaffold3,G_bin431,+,21507,22235,729,phenylacetate-CoA oxygenase subunit PaaC,COG3396,Q,paaC,K02611,"ring-1,2-phenylacetyl-CoA epoxidase subunit PaaC [EC:1.14.13.149]",-,-,-,-,-,-
gene0077,Scaffold3,G_bin431,+,22229,22762,534,phenylacetate-CoA oxygenase subunit PaaJ,COG2151,S,paaD,K02612,"ring-1,2-phenylacetyl-CoA epoxidase subunit PaaD",-,-,-,-,-,-
gene0078,Scaffold4,G_bin431,+,67,534,468,TonB-dependent receptor,COG4771,P,-,-,-,-,-,-,-,-,-
gene0079,Scaffold4,G_bin431,+,531,1280,750,amidohydrolase,COG1574,S,-,-,-,-,-,-,-,-,-
gene0080,Scaffold4,G_bin431,+,1495,2178,684,HDOD domain-containing protein,ENOG411290I,T,-,-,-,-,-,-,-,-,-
gene0081,Scaffold4,G_bin431,+,2306,2581,276,RNA-binding protein,COG0724,S,-,-,-,-,-,-,-,-,-
gene0082,Scaffold4,G_bin431,+,2665,3894,1230,paraquat-inducible protein A,COG2995,S,pqiA,K03808,paraquat-inducible protein A,-,-,-,-,-,-
gene0083,Scaffold4,G_bin431,+,3891,5294,1404,MCE family protein,COG3008,S,-,-,-,-,-,-,-,-,-
gene0084,Scaffold4,G_bin431,-,6586,5408,1179,transketolase,COG0021,G,"E2.2.1.1, tktA, tktB",K00615,transketolase [EC:2.2.1.1],-,-,-,-,-,-
gene0085,Scaffold4,G_bin431,+,6703,7677,975,hypothetical protein,COG3275,T,-,-,-,-,-,-,-,-,-
gene0086,Scaffold4,G_bin431,+,7674,8477,804,hypothetical protein,COG3279,T,K02477,K02477,"two-component system, LytTR family, response regulator",-,-,-,-,-,-
gene0087,Scaffold4,G_bin431,-,8761,8606,156,-,-,-,-,-,-,-,-,-,-,-,-
gene0088,Scaffold4,G_bin431,+,8825,9670,846,TonB-dependent receptor,COG4206,P,btuB,K16092,vitamin B12 transporter,-,-,-,-,-,-
gene0089,Scaffold4,G_bin431,-,10804,9776,1029,phosphoglucosamine mutase,COG1109,G,manB,K01840,phosphomannomutase [EC:5.4.2.8],-,-,-,-,-,-
gene0090,Scaffold4,G_bin431,+,10818,11738,921,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0091,Scaffold4,G_bin431,+,11735,12130,396,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0092,Scaffold4,G_bin431,+,12127,13059,933,MULTISPECIES: heavy metal-binding domain-containing protein,ENOG410XV17,S,-,-,-,-,-,-,-,-,-
gene0093,Scaffold4,G_bin431,+,13134,14348,1215,hypothetical protein,COG0393,S,-,-,-,-,-,-,-,-,-
gene0094,Scaffold4,G_bin431,+,14502,15872,1371,phosphomannomutase/phosphoglucomutase,COG1109,G,manB,K01840,phosphomannomutase [EC:5.4.2.8],-,-,-,-,-,-
gene0095,Scaffold4,G_bin431,+,15952,16518,567,substrate-binding domain-containing protein,-,-,"lacI, galR",K02529,LacI family transcriptional regulator,-,-,-,-,-,-
gene0096,Scaffold4,G_bin431,+,16659,17372,714,-,-,-,-,-,-,-,-,-,-,-,-
gene0097,Scaffold4,G_bin431,+,17465,17686,222,-,-,-,-,-,-,-,-,-,-,-,-
gene0098,Scaffold4,G_bin431,+,17886,18056,171,-,-,-,-,-,-,-,-,-,-,-,-
gene0099,Scaffold4,G_bin431,-,18246,18109,138,-,-,-,-,-,-,-,-,-,-,-,-
gene0100,Scaffold4,G_bin431,-,18955,18398,558,-,-,-,-,-,-,-,-,-,-,-,-
gene0101,Scaffold4,G_bin431,-,19194,19006,189,-,-,-,-,-,-,-,-,-,-,-,-
gene0102,Scaffold4,G_bin431,-,19484,19146,339,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0103,Scaffold4,G_bin431,-,19802,19488,315,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0104,Scaffold4,G_bin431,-,20289,19837,453,lysozyme,COG3772,S,E3.2.1.17,K01185,lysozyme [EC:3.2.1.17],GH,GH24,-,-,-,-
gene0105,Scaffold4,G_bin431,-,20529,20293,237,-,-,-,-,-,-,-,-,-,-,-,-
gene0106,Scaffold4,G_bin431,-,20843,20526,318,-,-,-,-,-,-,-,-,-,-,-,-
gene0107,Scaffold4,G_bin431,-,21241,20840,402,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0108,Scaffold4,G_bin431,-,21582,21238,345,-,-,-,-,-,-,-,-,-,-,-,-
gene0109,Scaffold4,G_bin431,+,21734,22270,537,MULTISPECIES: hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0110,Scaffold5,G_bin431,-,606,76,531,nitrile hydratase subunit alpha,ENOG410XR8T,Q,nthA,K01721,nitrile hydratase subunit alpha [EC:4.2.1.84],-,-,-,-,-,-
gene0111,Scaffold5,G_bin431,-,2216,756,1461,PLP-dependent aminotransferase family protein,COG1167,K,K00375,K00375,GntR family transcriptional regulator / MocR family aminotransferase,-,-,-,-,-,-
gene0112,Scaffold5,G_bin431,+,2526,2810,285,GFA family protein,-,-,-,-,-,-,-,-,-,-,-
gene0113,Scaffold5,G_bin431,-,3474,2845,630,porin family protein,-,-,-,-,-,-,-,-,-,-,-
gene0114,Scaffold5,G_bin431,-,5792,3726,2067,elongation factor G,COG0480,J,"fusA, GFM, EFG",K02355,elongation factor G,-,-,tetB(P),"TetB(P) is a tetracycline ribosomal protection protein found on the same operon as tetA(P), a tetracycline efflux protein.",tetracycline antibiotic,antibiotic target protection
gene0115,Scaffold5,G_bin431,+,5766,5945,180,-,-,-,-,-,-,-,-,-,-,-,-
gene0116,Scaffold5,G_bin431,-,6632,6144,489,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0117,Scaffold5,G_bin431,+,7244,8446,1203,RND transporter,COG0845,M,-,-,-,-,-,-,-,-,-
gene0118,Scaffold5,G_bin431,+,8557,9270,714,ABC transporter ATP-binding protein,COG1136,V,ABC.CD.A,K02003,putative ABC transport system ATP-binding protein,-,-,macB,MacB is an ATP-binding cassette (ABC) transporter that exports macrolides with 14- or 15- membered lactones. It forms an antibiotic efflux complex with MacA and TolC. macB corresponds to 1 locus in Pseudomonas aeruginosa PAO1 and 1 locus in Pseudomonas aeruginosa LESB58.,macrolide antibiotic,antibiotic efflux
gene0119,Scaffold5,G_bin431,-,9677,9408,270,-,-,-,-,-,-,-,-,-,-,-,-
gene0120,Scaffold5,G_bin431,-,11972,10125,1848,PAS domain S-box protein,ENOG410XNMH,T,-,-,-,-,-,-,-,-,-
gene0121,Scaffold5,G_bin431,-,12835,11975,861,hypothetical protein,ENOG410XNMH,T,-,-,-,-,-,-,-,-,-
gene0122,Scaffold5,G_bin431,+,13004,14470,1467,peptidase S10,COG2939,E,-,-,-,-,-,-,-,-,-
gene0123,Scaffold5,G_bin431,+,14467,16269,1803,peptidase S10,COG2939,E,-,-,-,-,-,-,-,-,-
gene0124,Scaffold5,G_bin431,-,18073,16343,1731,hypothetical protein,COG2151,S,ABC.CD.P,K02004,putative ABC transport system permease protein,-,-,-,-,-,-
gene0125,Scaffold5,G_bin431,-,18523,18077,447,SUF system NifU family Fe-S cluster assembly protein,COG0822,C,"iscU, nifU",K04488,nitrogen fixation protein NifU and related proteins,-,-,-,-,-,-
gene0126,Scaffold5,G_bin431,-,19110,18523,588,cysteine desulfurase,COG0520,E,sufS,K11717,cysteine desulfurase / selenocysteine lyase [EC:2.8.1.7 4.4.1.16],-,-,-,-,-,-
gene0127,Scaffold5,G_bin431,+,19288,19947,660,M56 family metallopeptidase,-,-,-,-,-,-,-,-,-,-,-
gene0128,Scaffold5,G_bin431,+,20142,21236,1095,type III polyketide synthase,COG3424,Q,-,-,-,-,-,-,-,-,-
gene0129,Scaffold5,G_bin431,+,21215,21463,249,FAD-dependent monooxygenase,ENOG410XQEG,S,-,-,-,-,-,-,-,-,-
gene0130,Scaffold6,G_bin431,+,246,1424,1179,response regulator,ENOG410XNMH,T,-,-,-,-,-,arlS,"ArlS is a protein histidine kinase that phosphorylates ArlR, a promoter for norA expression.",acridine dye;fluoroquinolone antibiotic,antibiotic efflux
gene0132,Scaffold6,G_bin431,-,2007,1783,225,-,-,-,-,-,-,-,-,-,-,-,-
gene0133,Scaffold6,G_bin431,-,3828,2209,1620,acyl-CoA dehydrogenase family protein,COG1960,I,-,-,-,-,-,-,-,-,-
gene0134,Scaffold6,G_bin431,+,4218,6131,1914,phosphoesterase,COG3511,M,-,-,-,-,-,-,-,-,-
gene0135,Scaffold6,G_bin431,+,6539,6850,312,response regulator,ENOG410XNMH,T,-,-,-,-,-,-,-,-,-
gene0136,Scaffold6,G_bin431,+,6886,7917,1032,MULTISPECIES: MBL fold metallo-hydrolase,COG0491,S,-,-,-,-,-,-,-,-,-
gene0137,Scaffold6,G_bin431,-,8592,7951,642,ethanolamine ammonia-lyase subunit EutC,COG4302,E,eutC,K03736,ethanolamine ammonia-lyase small subunit [EC:4.3.1.7],-,-,-,-,-,-
gene0138,Scaffold6,G_bin431,-,10148,8730,1419,ethanolamine ammonia-lyase subunit EutB,COG4303,E,eutB,K03735,ethanolamine ammonia-lyase large subunit [EC:4.3.1.7],-,-,-,-,-,-
gene0139,Scaffold6,G_bin431,+,10292,11110,819,"UDP-2,3-diacylglucosamine hydrolase",COG2908,S,-,-,-,-,-,-,-,-,-
gene0140,Scaffold6,G_bin431,+,11131,12168,1038,alpha-mannosyltransferase,COG0438,M,-,-,-,GT,GT4,-,-,-,-
gene0141,Scaffold6,G_bin431,+,12165,12578,414,diacylglycerol kinase,COG0818,M,"dgkA, DGK",K00901,diacylglycerol kinase (ATP) [EC:2.7.1.107],-,-,-,-,-,-
gene0142,Scaffold6,G_bin431,-,13071,12553,519,formate hydrogenlyase,COG3260,C,-,-,-,-,-,-,-,-,-
gene0143,Scaffold6,G_bin431,-,14166,13105,1062,"Ni,Fe-hydrogenase III large subunit",COG3261,C,-,-,-,-,-,-,-,-,-
gene0144,Scaffold6,G_bin431,+,14176,14370,195,-,-,-,-,-,-,-,-,-,-,-,-
gene0145,Scaffold6,G_bin431,-,15443,14667,777,glycosyltransferase family 2 protein,COG0463,M,-,-,-,GT,GT2_Glycos_transf_2,-,-,-,-
gene0146,Scaffold6,G_bin431,+,15522,16013,492,-,-,-,-,-,-,-,-,-,-,-,-
gene0147,Scaffold6,G_bin431,+,16022,16531,510,MULTISPECIES: efflux RND transporter permease subunit,COG3696,P,-,-,-,-,-,MexK,mexK is the inner membrane resistance-nodulation-cell division (RND) transporter in the MexJK multidrug efflux protein.,macrolide antibiotic;tetracycline antibiotic;triclosan,antibiotic efflux
gene0148,Scaffold6,G_bin431,+,16571,17407,837,short-chain dehydrogenase,COG1028,S,-,-,-,-,-,-,-,-,-
gene0149,Scaffold6,G_bin431,+,17489,18853,1365,YdgA family protein,-,-,-,-,-,-,-,-,-,-,-
gene0150,Scaffold6,G_bin431,-,20282,18846,1437,ABC transporter substrate-binding protein,COG2358,P,-,-,-,-,-,-,-,-,-
gene0151,Scaffold6,G_bin431,-,20943,20410,534,SDR family oxidoreductase,ENOG410XSYY,S,-,-,-,-,-,-,-,-,-
gene0152,Scaffold7,G_bin431,-,694,245,450,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0153,Scaffold7,G_bin431,-,2511,895,1617,glutamine-hydrolyzing GMP synthase,COG0518,F,"guaA, GMPS",K01951,GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2],-,-,-,-,-,-
gene0154,Scaffold7,G_bin431,-,3984,2518,1467,IMP dehydrogenase,COG0517,S,"IMPDH, guaB",K00088,IMP dehydrogenase [EC:1.1.1.205],-,-,-,-,-,-
gene0155,Scaffold7,G_bin431,+,4122,5549,1428,exodeoxyribonuclease VII large subunit,COG1570,L,xseA,K03601,exodeoxyribonuclease VII large subunit [EC:3.1.11.6],-,-,-,-,-,-
gene0156,Scaffold7,G_bin431,+,5561,6013,453,tRNA adenosine(34) deaminase TadA,COG0590,F;J,tadA,K11991,tRNA(adenine34) deaminase [EC:3.5.4.33],-,-,-,-,-,-
gene0157,Scaffold7,G_bin431,-,7417,6017,1401,membrane-bound lytic murein transglycosylase MltF,COG4623,M,mltF,K18691,membrane-bound lytic murein transglycosylase F [EC:4.2.2.-],GH,GH23,-,-,-,-
gene0158,Scaffold7,G_bin431,-,8910,7510,1401,hypothetical protein,ENOG4111JXW,S,-,-,-,GH,GH79,-,-,-,-
gene0160,Scaffold7,G_bin431,-,10401,8926,1476,MFS transporter,ENOG410XNN3,P,-,-,-,-,-,emrB,"emrB is a translocase in the emrB -TolC efflux protein in E. coli. It recognizes substrates including carbonyl cyanide m-chlorophenylhydrazone (CCCP), nalidixic acid, and thioloactomycin.",fluoroquinolone antibiotic,antibiotic efflux
gene0161,Scaffold7,G_bin431,-,10719,10519,201,-,-,-,-,-,-,-,-,-,-,-,-
gene0162,Scaffold7,G_bin431,-,12022,10733,1290,flagellar hook-associated protein FlgK,COG1256,N,flgK,K02396,flagellar hook-associated protein 1 FlgK,-,-,-,-,-,-
gene0163,Scaffold7,G_bin431,-,13225,12035,1191,flagellar assembly peptidoglycan hydrolase FlgJ,COG1705,N;U,flgJ,K02395,flagellar protein FlgJ,GH,GH73,-,-,-,-
gene0164,Scaffold7,G_bin431,-,14292,13222,1071,flagellar biosynthesis protein FlgI,COG1706,N,flgI,K02394,flagellar P-ring protein precursor FlgI,-,-,-,-,-,-
gene0165,Scaffold7,G_bin431,-,15023,14382,642,flagellar basal body L-ring protein FlgH,COG2063,N,flgH,K02393,flagellar L-ring protein precursor FlgH,-,-,-,-,-,-
gene0166,Scaffold7,G_bin431,-,15843,15058,786,flagellar basal-body rod protein FlgG,COG4786,N,flgG,K02392,flagellar basal-body rod protein FlgG,-,-,-,-,-,-
gene0167,Scaffold7,G_bin431,-,16576,15860,717,flagellar basal body rod protein FlgF,COG4787,N,flgF,K02391,flagellar basal-body rod protein FlgF,-,-,-,-,-,-
gene0168,Scaffold7,G_bin431,-,17868,16645,1224,flagellar hook protein FlgE,COG1749,N,flgE,K02390,flagellar hook protein FlgE,-,-,-,-,-,-
gene0169,Scaffold7,G_bin431,-,18127,17882,246,flagellar hook capping protein,-,-,flgD,K02389,flagellar basal-body rod modification protein FlgD,-,-,-,-,-,-
