Gene ID,Location,Genome,Strand,Start,End,Length (bp),NR Description,COG ID,COG Type,Gene Name,KO ID,KO Description,Family,Class,ARO Name,ARO Description,Drug_class,Resistance_mechanism
gene0078,Scaffold3,G_bin22,-,6848,5901,948,alpha/beta fold hydrolase,ENOG410YFT0,S,-,-,-,-,-,-,-,-,-
gene0079,Scaffold3,G_bin22,+,6943,7773,831,alpha/beta hydrolase,ENOG4111F61,S,-,-,-,-,-,-,-,-,-
gene0080,Scaffold3,G_bin22,-,8751,7741,1011,class II fructose-bisphosphatase,COG1494,G,glpX,K02446,"fructose-1,6-bisphosphatase II [EC:3.1.3.11]",-,-,-,-,-,-
gene0081,Scaffold3,G_bin22,-,10064,9087,978,ABC transporter ATP-binding protein,COG1118,P,modC,K02017,molybdate transport system ATP-binding protein [EC:7.3.2.5],-,-,macB,MacB is an ATP-binding cassette (ABC) transporter that exports macrolides with 14- or 15- membered lactones. It forms an antibiotic efflux complex with MacA and TolC. macB corresponds to 1 locus in Pseudomonas aeruginosa PAO1 and 1 locus in Pseudomonas aeruginosa LESB58.,macrolide antibiotic,antibiotic efflux
gene0082,Scaffold3,G_bin22,-,10858,10061,798,molybdate ABC transporter permease subunit,COG4149,P,modB,K02018,molybdate transport system permease protein,-,-,-,-,-,-
gene0083,Scaffold3,G_bin22,-,11586,10855,732,molybdate ABC transporter substrate-binding protein,COG0725,P,modA,K02020,molybdate transport system substrate-binding protein,-,-,-,-,-,-
gene0084,Scaffold3,G_bin22,-,11954,11583,372,helix-turn-helix domain-containing protein,ENOG4111NFG,S,-,-,-,-,-,-,-,-,-
gene0085,Scaffold3,G_bin22,+,12087,12653,567,DUF4245 domain-containing protein,-,-,-,-,-,-,-,-,-,-,-
gene0086,Scaffold3,G_bin22,-,12913,12686,228,exodeoxyribonuclease VII small subunit,COG1722,L,xseB,K03602,exodeoxyribonuclease VII small subunit [EC:3.1.11.6],-,-,-,-,-,-
gene0087,Scaffold3,G_bin22,-,14141,12906,1236,exodeoxyribonuclease VII large subunit,COG1570,L,xseA,K03601,exodeoxyribonuclease VII large subunit [EC:3.1.11.6],-,-,-,-,-,-
gene0088,Scaffold3,G_bin22,+,14275,15105,831,tRNA pseudouridine(38-40) synthase TruA,COG0101,J,"truA, PUS1",K06173,tRNA pseudouridine38-40 synthase [EC:5.4.99.12],-,-,-,-,-,-
gene0089,Scaffold3,G_bin22,+,15089,15706,618,methyltransferase,COG2813,J,-,-,-,-,-,-,-,-,-
gene0090,Scaffold3,G_bin22,-,16781,15744,1038,long-chain-fatty-acid--CoA ligase,COG0318,I;Q,-,-,-,-,-,-,-,-,-
gene0091,Scaffold3,G_bin22,-,17491,16820,672,old Yellow Enzyme family NADH:flavin oxidoreductase,COG0446,S,-,-,-,-,-,-,-,-,-
gene0092,Scaffold3,G_bin22,-,18318,17491,828,NAD dependent epimerase/dehydratase family protein,COG1028,S,-,-,-,-,-,-,-,-,-
gene0093,Scaffold3,G_bin22,-,19973,18315,1659,MFS transporter,COG0477,G,-,-,-,-,-,-,-,-,-
gene0094,Scaffold3,G_bin22,+,20045,21358,1314,FAD-binding protein,COG1053,C,-,-,-,-,-,-,-,-,-
gene0095,Scaffold3,G_bin22,-,22524,21403,1122,Butyryl-CoA dehydrogenase,ENOG410XRQX,I,-,-,-,-,-,-,-,-,-
gene0096,Scaffold3,G_bin22,+,22641,23006,366,nuclear transport factor 2 family protein,ENOG410Z37Z,S,-,-,-,-,-,-,-,-,-
gene0097,Scaffold3,G_bin22,+,23041,23409,369,MULTISPECIES: hypothetical protein,ENOG41127GC,S,-,-,-,-,-,-,-,-,-
gene0098,Scaffold3,G_bin22,-,24553,23483,1071,phosphotransferase,COG3173,S,-,-,-,-,-,-,-,-,-
gene0099,Scaffold3,G_bin22,-,25734,24550,1185,acyl-CoA dehydrogenase family protein,ENOG410XNTS,I,"ACADM, acd",K00249,acyl-CoA dehydrogenase [EC:1.3.8.7],-,-,-,-,-,-
gene0100,Scaffold4,G_bin22,+,27,932,906,MCE family protein,ENOG410YAMP,S,"mlaD, linM",K02067,phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein,-,-,-,-,-,-
gene0101,Scaffold4,G_bin22,+,941,2203,1263,MCE family protein,ENOG410ZG5Z,S,"mlaD, linM",K02067,phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein,-,-,-,-,-,-
gene0102,Scaffold4,G_bin22,+,2164,2796,633,Mce-associated membrane protein,ENOG410XUBB,S,mas,K18481,Mce-associated membrane protein,-,-,-,-,-,-
gene0103,Scaffold4,G_bin22,+,2807,3703,897,MULTISPECIES: hypothetical protein,-,-,mas,K18481,Mce-associated membrane protein,-,-,-,-,-,-
gene0104,Scaffold4,G_bin22,+,3767,4729,963,NAD(P)/FAD-dependent oxidoreductase,COG0492,O,fnr,K21567,ferredoxin/flavodoxin---NADP+ reductase [EC:1.18.1.2 1.19.1.1],-,-,-,-,-,-
gene0105,Scaffold4,G_bin22,+,4731,5198,468,pyridoxamine 5'-phosphate oxidase,ENOG4111IW2,S,-,-,-,-,-,-,-,-,-
gene0106,Scaffold4,G_bin22,+,5209,5409,201,ferredoxin,ENOG410XUIC,C,fer,K05337,ferredoxin,-,-,-,-,-,-
gene0107,Scaffold4,G_bin22,+,5406,6305,900,3-oxoacyl-ACP reductase,ENOG410XQXR,I,"fabG, OAR1",K00059,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],-,-,-,-,-,-
gene0108,Scaffold4,G_bin22,+,6331,7086,756,glucose 1-dehydrogenase,COG1028,S,E1.1.1.53,K00038,3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53],-,-,-,-,-,-
gene0109,Scaffold4,G_bin22,-,7735,7124,612,TetR family transcriptional regulator,ENOG4111HR8,K,kstR,K22107,"TetR/AcrR family transcriptional regulator, cholesterol catabolism regulator",-,-,-,-,-,-
gene0110,Scaffold4,G_bin22,+,7954,9231,1278,glycosyltransferase,COG0438,M,-,-,-,GT,GT4,-,-,-,-
gene0111,Scaffold4,G_bin22,+,9233,9979,747,methyltransferase domain-containing protein,ENOG410YF49,S,-,-,-,-,-,-,-,-,-
gene0112,Scaffold4,G_bin22,+,9976,11121,1146,prenyltransferase,ENOG410XSK1,S,-,-,-,GH,GH78,-,-,-,-
gene0113,Scaffold4,G_bin22,-,11775,11125,651,class I SAM-dependent methyltransferase,ENOG4111H40,S,-,-,-,-,-,-,-,-,-
gene0114,Scaffold4,G_bin22,+,11866,13884,2019,acyl-CoA dehydrogenase family protein,ENOG410XRCK,I,fadE34,K22820,3-oxochol-4-en-24-oyl-CoA dehydrogenase [EC:1.3.99.-],-,-,-,-,-,-
gene0115,Scaffold4,G_bin22,+,13942,15369,1428,hypothetical protein,COG4585,T,-,-,-,-,-,-,-,-,-
gene0116,Scaffold4,G_bin22,+,15366,16001,636,response regulator,COG2197,T,-,-,-,-,-,-,-,-,-
gene0117,Scaffold4,G_bin22,+,16019,16864,846,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0118,Scaffold4,G_bin22,+,16877,17347,471,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0119,Scaffold4,G_bin22,-,18155,17370,786,enoyl-CoA hydratase/isomerase family protein,COG1024,I,-,-,-,-,-,-,-,-,-
gene0120,Scaffold4,G_bin22,-,19408,18152,1257,alpha/beta hydrolase fold domain-containing protein,COG0657,I,-,-,-,CE,CE10,-,-,-,-
gene0121,Scaffold4,G_bin22,+,19474,20877,1404,wax ester/triacylglycerol synthase family O-acyltransferase,ENOG410XS7A,S,"tgs, wax-dgat",K00635,diacylglycerol O-acyltransferase / wax synthase [EC:2.3.1.20 2.3.1.75],-,-,-,-,-,-
gene0122,Scaffold4,G_bin22,-,21793,20891,903,alpha/beta hydrolase,ENOG4111H8X,S,-,-,-,-,-,-,-,-,-
gene0123,Scaffold4,G_bin22,+,21821,24037,2217,acyl-CoA dehydrogenase,ENOG410XPQC,I,fadE29,K22822,3-oxo-4-pregnene-20-carboxyl-CoA dehydrogenase beta subunit [EC:1.3.99.-],-,-,-,-,-,-
gene0124,Scaffold4,G_bin22,+,24052,24561,510,OB-fold domain-containing protein,COG1545,S,-,-,-,-,-,-,-,-,-
gene0125,Scaffold4,G_bin22,+,24619,25071,453,hypothetical protein,COG1545,S,K07068,K07068,uncharacterized protein,-,-,-,-,-,-
gene0126,Scaffold5,G_bin22,+,415,1911,1497,type VII secretion protein EccCa,COG1674,D,"ftsK, spoIIIE",K03466,"DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family",-,-,-,-,-,-
gene0127,Scaffold5,G_bin22,-,3153,2134,1020,1-aminocyclopropane-1-carboxylate deaminase,COG2515,E,E3.5.99.7,K01505,1-aminocyclopropane-1-carboxylate deaminase [EC:3.5.99.7],-,-,-,-,-,-
gene0128,Scaffold5,G_bin22,+,3248,4762,1515,MULTISPECIES: FAD-binding protein,COG1053,C,-,-,-,AA,AA3,-,-,-,-
gene0129,Scaffold5,G_bin22,-,5243,4794,450,MarR family transcriptional regulator,COG1846,K,-,-,-,-,-,-,-,-,-
gene0130,Scaffold5,G_bin22,+,5476,6543,1068,histidinol-phosphate transaminase,COG0079,E,hisC,K00817,histidinol-phosphate aminotransferase [EC:2.6.1.9],-,-,-,-,-,-
gene0131,Scaffold5,G_bin22,+,6619,7347,729,DUF1524 domain-containing protein,ENOG410XS2C,S,-,-,-,-,-,-,-,-,-
gene0132,Scaffold5,G_bin22,-,8007,7531,477,2Fe-2S iron-sulfur cluster binding domain-containing protein,COG2080,C,iorA,K07302,isoquinoline 1-oxidoreductase subunit alpha [EC:1.3.99.16],-,-,-,-,-,-
gene0133,Scaffold5,G_bin22,-,10340,8028,2313,xanthine dehydrogenase family protein molybdopterin-binding subunit,COG1529,C,iorB,K07303,isoquinoline 1-oxidoreductase subunit beta [EC:1.3.99.16],-,-,-,-,-,-
gene0134,Scaffold5,G_bin22,-,11625,10441,1185,helix-turn-helix domain-containing protein,ENOG4111HTZ,K,-,-,-,-,-,-,-,-,-
gene0135,Scaffold5,G_bin22,+,11811,13022,1212,hypothetical protein,ENOG4111H1X,S,-,-,-,-,-,-,-,-,-
gene0136,Scaffold5,G_bin22,+,13074,14870,1797,amidohydrolase family protein,COG3653,Q,-,-,-,-,-,-,-,-,-
gene0137,Scaffold5,G_bin22,-,15010,14867,144,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0138,Scaffold5,G_bin22,-,15736,15128,609,flavin reductase family protein,COG1853,S,-,-,-,-,-,-,-,-,-
gene0139,Scaffold5,G_bin22,-,17173,15932,1242,benzoate/H(+) symporter BenE family transporter,COG3135,Q,benE,K05782,benzoate membrane transport protein,-,-,-,-,-,-
gene0140,Scaffold5,G_bin22,-,19896,17170,2727,AAA family ATPase,COG2771,K,-,-,-,-,-,-,-,-,-
gene0141,Scaffold5,G_bin22,-,21185,19893,1293,aromatic acid/H+ symport family MFS transporter,ENOG410ZTX6,G,benK,K05548,"MFS transporter, AAHS family, benzoate transport protein",-,-,-,-,-,-
gene0142,Scaffold5,G_bin22,-,23615,21372,2244,"1,6-dihydroxycyclohexa-2,4-diene-1-carboxylate dehydrogenase",COG2186,K,benC-xylZ,K05784,"benzoate/toluate 1,2-dioxygenase reductase component [EC:1.18.1.-]",-,-,-,-,-,-
gene0143,Scaffold6,G_bin22,+,23,775,753,metal ABC transporter ATP-binding protein,COG1121,P,znuC,K09817,zinc transport system ATP-binding protein [EC:7.2.2.-],-,-,macB,MacB is an ATP-binding cassette (ABC) transporter that exports macrolides with 14- or 15- membered lactones. It forms an antibiotic efflux complex with MacA and TolC. macB corresponds to 1 locus in Pseudomonas aeruginosa PAO1 and 1 locus in Pseudomonas aeruginosa LESB58.,macrolide antibiotic,antibiotic efflux
gene0144,Scaffold6,G_bin22,+,772,1773,1002,metal ABC transporter permease,COG1108,P,znuB,K09816,zinc transport system permease protein,-,-,-,-,-,-
gene0145,Scaffold6,G_bin22,+,1760,2185,426,transcriptional repressor,COG0735,K,"fur, zur, furB",K03711,"Fur family transcriptional regulator, ferric uptake regulator",-,-,-,-,-,-
gene0146,Scaffold6,G_bin22,+,2348,4543,2196,leucyl aminopeptidase family protein,COG0260,E,"CARP, pepA",K01255,leucyl aminopeptidase [EC:3.4.11.1],-,-,-,-,-,-
gene0147,Scaffold6,G_bin22,-,5362,4568,795,O-methyltransferase,COG4122,S,-,-,-,-,-,-,-,-,-
gene0148,Scaffold6,G_bin22,+,5429,6055,627,RNA polymerase sigma factor SigE,COG1595,K,rpoE,K03088,"RNA polymerase sigma-70 factor, ECF subfamily",-,-,-,-,-,-
gene0149,Scaffold6,G_bin22,+,6088,6630,543,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0150,Scaffold6,G_bin22,+,6682,8037,1356,trypsin-like peptidase domain-containing protein,COG0265,O,pepD,K08372,putative serine protease PepD [EC:3.4.21.-],-,-,-,-,-,-
gene0151,Scaffold6,G_bin22,-,8281,8045,237,helix-turn-helix domain-containing protein,ENOG41123CG,L,-,-,-,-,-,-,-,-,-
gene0152,Scaffold6,G_bin22,+,8334,9047,714,hypothetical protein,ENOG4111UW5,S,-,-,-,-,-,-,-,-,-
gene0153,Scaffold6,G_bin22,+,9058,10290,1233,hypothetical protein,ENOG4110BZ9,S,-,-,-,-,-,-,-,-,-
gene0154,Scaffold6,G_bin22,-,11593,10280,1314,hypothetical protein,ENOG410YA1I,S,-,-,-,-,-,-,-,-,-
gene0155,Scaffold6,G_bin22,-,12009,11590,420,hypothetical protein,ENOG410Z1TT,S,-,-,-,-,-,-,-,-,-
gene0156,Scaffold6,G_bin22,+,12127,13551,1425,wax ester/triacylglycerol synthase family O-acyltransferase,ENOG410XS7A,S,"tgs, wax-dgat",K00635,diacylglycerol O-acyltransferase / wax synthase [EC:2.3.1.20 2.3.1.75],-,-,-,-,-,-
gene0157,Scaffold6,G_bin22,+,13631,15268,1638,L-glutamate gamma-semialdehyde dehydrogenase,COG1012,C,E1.2.1.88,K00294,1-pyrroline-5-carboxylate dehydrogenase [EC:1.2.1.88],-,-,-,-,-,-
gene0158,Scaffold6,G_bin22,+,15296,15493,198,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0159,Scaffold6,G_bin22,-,15992,15504,489,DUF2505 domain-containing protein,ENOG41120MW,S,-,-,-,-,-,-,-,-,-
gene0160,Scaffold6,G_bin22,+,16122,18743,2622,NAD-glutamate dehydrogenase,COG2902,E,GDH2,K15371,glutamate dehydrogenase [EC:1.4.1.2],-,-,-,-,-,-
gene0161,Scaffold6,G_bin22,+,18728,19135,408,twin-arginine translocase subunit TatC,COG0805,U,tatC,K03118,sec-independent protein translocase protein TatC,-,-,-,-,-,-
