Gene ID,Location,Genome,Strand,Start,End,Length (bp),NR Description,COG ID,COG Type,Gene Name,KO ID,KO Description,Family,Class,ARO Name,ARO Description,Drug_class,Resistance_mechanism
gene0029,Scaffold1,G_bin310,-,27577,27440,138,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0030,Scaffold1,G_bin310,+,27570,28133,564,sensor domain-containing protein,ENOG410Z64V,S,-,-,-,-,-,-,-,-,-
gene0031,Scaffold1,G_bin310,+,28130,28873,744,sensor domain-containing protein,ENOG410Z64V,S,-,-,-,-,-,-,-,-,-
gene0032,Scaffold1,G_bin310,+,28985,29740,756,sensor domain-containing protein,ENOG410Z64V,S,-,-,-,-,-,-,-,-,-
gene0033,Scaffold1,G_bin310,+,29797,30549,753,MULTISPECIES: sensor domain-containing protein,-,-,-,-,-,-,-,-,-,-,-
gene0034,Scaffold1,G_bin310,-,31091,30681,411,PaaI family thioesterase,COG2050,Q,-,-,-,-,-,-,-,-,-
gene0035,Scaffold1,G_bin310,-,32013,31255,759,iron reductase,-,-,-,-,-,-,-,-,-,-,-
gene0036,Scaffold1,G_bin310,+,32257,32664,408,BlaI/MecI/CopY family transcriptional regulator,COG3682,K,-,-,-,-,-,-,-,-,-
gene0037,Scaffold1,G_bin310,+,32679,33644,966,M56 family metallopeptidase,COG0501,O,-,-,-,-,-,-,-,-,-
gene0038,Scaffold1,G_bin310,+,33726,35186,1461,NADP-dependent phosphogluconate dehydrogenase,COG0362,G,"PGD, gnd, gntZ",K00033,6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343],-,-,-,-,-,-
gene0039,Scaffold1,G_bin310,+,35215,36651,1437,GuaB1 family IMP dehydrogenase-related protein,COG0516,F,"IMPDH, guaB",K00088,IMP dehydrogenase [EC:1.1.1.205],-,-,-,-,-,-
gene0040,Scaffold1,G_bin310,+,36744,38093,1350,HlyC/CorC family transporter,COG1253,P,-,-,-,-,-,-,-,-,-
gene0041,Scaffold1,G_bin310,+,38090,39154,1065,HlyC/CorC family transporter,COG1253,P,-,-,-,-,-,-,-,-,-
gene0042,Scaffold1,G_bin310,+,39194,41461,2268,malate synthase G,COG2225,C,"aceB, glcB",K01638,malate synthase [EC:2.3.3.9],-,-,-,-,-,-
gene0043,Scaffold1,G_bin310,-,46314,42442,3873,aminomethyl-transferring glycine dehydrogenase,COG1003,E,"GLDC, gcvP",K00281,glycine dehydrogenase [EC:1.4.4.2],-,-,-,-,-,-
gene0044,Scaffold1,G_bin310,-,47242,46658,585,MerR family transcriptional regulator,COG0789,K,-,-,-,-,-,-,-,-,-
gene0045,Scaffold1,G_bin310,-,48009,47506,504,MULTISPECIES: bifunctional nuclease family protein,COG1259,S,K08999,K08999,uncharacterized protein,-,-,-,-,-,-
gene0046,Scaffold1,G_bin310,-,48765,48055,711,MerR family transcriptional regulator,COG0789,K,-,-,-,-,-,-,-,-,-
gene0047,Scaffold1,G_bin310,-,49268,48795,474,FHA domain-containing protein,COG1716,T,-,-,-,-,-,-,-,-,-
gene0048,Scaffold1,G_bin310,-,49923,49528,396,glycine cleavage system protein GcvH,COG0509,E,"gcvH, GCSH",K02437,glycine cleavage system H protein,-,-,-,-,-,-
gene0049,Scaffold1,G_bin310,-,50747,49974,774,DUF881 domain-containing protein,COG3879,S,-,-,-,-,-,-,-,-,-
gene0050,Scaffold1,G_bin310,-,51069,50737,333,MULTISPECIES: DUF1290 domain-containing protein,COG3856,S,-,-,-,-,-,-,-,-,-
gene0051,Scaffold1,G_bin310,-,52074,51106,969,DUF881 domain-containing protein,COG3879,S,-,-,-,-,-,-,-,-,-
gene0052,Scaffold1,G_bin310,-,52672,52076,597,CDP-alcohol phosphatidyltransferase family protein,COG0558,I,CRLS,K08744,cardiolipin synthase (CMP-forming) [EC:2.7.8.41],-,-,-,-,-,-
gene0053,Scaffold1,G_bin310,-,55062,52729,2334,accessory Sec system translocase SecA2,COG0653,U,secA,K03070,preprotein translocase subunit SecA [EC:7.4.2.8],-,-,-,-,-,-
gene0054,Scaffold1,G_bin310,-,55935,55102,834,GNAT family N-acetyltransferase,COG3393,S,-,-,-,-,-,-,-,-,-
gene0055,Scaffold1,G_bin310,-,57246,55972,1275,acyl-CoA dehydrogenase family protein,-,-,-,-,-,-,-,-,-,-,-
gene0056,Scaffold1,G_bin310,-,57770,57294,477,SRPBCC family protein,-,-,-,-,-,-,-,-,-,-,-
gene0057,Scaffold1,G_bin310,+,58011,59540,1530,AarF/ABC1/UbiB kinase family protein,COG0661,S,-,-,-,-,-,-,-,-,-
gene0058,Scaffold1,G_bin310,-,60255,59542,714,TetR/AcrR family transcriptional regulator,ENOG4111FYF,K,-,-,-,-,-,-,-,-,-
gene0059,Scaffold1,G_bin310,-,61640,60252,1389,ABC transporter,COG0661,S,-,-,-,-,-,-,-,-,-
gene0060,Scaffold1,G_bin310,-,62149,61754,396,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0061,Scaffold1,G_bin310,-,63735,62272,1464,FAD-binding protein,COG1053,C,-,-,-,-,-,-,-,-,-
gene0062,Scaffold1,G_bin310,-,64106,63732,375,VOC family protein,ENOG410XVVZ,S,-,-,-,-,-,-,-,-,-
gene0063,Scaffold1,G_bin310,-,64928,64284,645,SRPBCC family protein,ENOG4111GP8,S,-,-,-,-,-,-,-,-,-
gene0064,Scaffold1,G_bin310,-,65281,64925,357,winged helix-turn-helix transcriptional regulator,ENOG4111P7X,K,-,-,-,-,-,-,-,-,-
gene0065,Scaffold1,G_bin310,-,66093,65329,765,APH(3'') family aminoglycoside O-phosphotransferase,COG3231,J,strA,K10673,"streptomycin 3""-kinase [EC:2.7.1.87]",-,-,APH(3'')-Ia,APH(3'')-Ia is a chromosomal-encoded aminoglycoside phosphotransferase in S. griseus,aminoglycoside antibiotic,antibiotic inactivation
gene0066,Scaffold1,G_bin310,-,66647,66078,570,hypothetical protein,ENOG411208X,S,-,-,-,-,-,-,-,-,-
gene0067,Scaffold1,G_bin310,-,67704,67444,261,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0068,Scaffold1,G_bin310,+,68525,68644,120,-,-,-,-,-,-,-,-,-,-,-,-
gene0069,Scaffold1,G_bin310,+,68695,69957,1263,inner membrane metabolite transport protein yhjE,COG0477,G,-,-,-,-,-,Acinetobacter baumannii AbaF,Expression of abaF in E. coli resulted in increased resistance to fosfomycin.,fosfomycin,antibiotic efflux
gene0071,Scaffold1,G_bin310,+,70271,71731,1461,HNH endonuclease,ENOG4111KRE,S,-,-,-,-,-,-,-,-,-
gene0072,Scaffold1,G_bin310,-,72383,71817,567,LysM peptidoglycan-binding domain-containing protein,ENOG4111Q3M,S,-,-,-,-,-,-,-,-,-
gene0073,Scaffold1,G_bin310,-,73985,72585,1401,ribosome biogenesis GTPase Der,COG1160,S,"engA, der",K03977,GTPase,-,-,-,-,-,-
gene0074,Scaffold1,G_bin310,-,74665,73982,684,(d)CMP kinase,COG0283,F,cmk,K00945,CMP/dCMP kinase [EC:2.7.4.25],-,-,-,-,-,-
gene0075,Scaffold1,G_bin310,-,75402,74662,741,rRNA pseudouridine synthase,COG1187,J,rluB,K06178,23S rRNA pseudouridine2605 synthase [EC:5.4.99.22],-,-,-,-,-,-
gene0076,Scaffold1,G_bin310,-,76197,75406,792,SMC-Scp complex subunit ScpB,COG1386,K,scpB,K06024,segregation and condensation protein B,-,-,-,-,-,-
gene0077,Scaffold1,G_bin310,-,77069,76194,876,segregation and condensation protein A,COG1354,S,scpA,K05896,segregation and condensation protein A,-,-,-,-,-,-
gene0078,Scaffold1,G_bin310,-,77947,77066,882,ParA family protein,COG1192,D,"parA, soj",K03496,chromosome partitioning protein,-,-,-,-,-,-
gene0079,Scaffold1,G_bin310,-,79020,78064,957,site-specific tyrosine recombinase XerD,COG4974,L,xerD,K04763,integrase/recombinase XerD,-,-,-,-,-,-
gene0080,Scaffold1,G_bin310,-,79661,79017,645,NUDIX hydrolase,COG0494,L,K01554,K01554,8-oxo-dGDP phosphatase [EC:3.6.1.58],-,-,-,-,-,-
gene0081,Scaffold1,G_bin310,-,81348,79654,1695,CTP synthase,COG0504,F,"pyrG, CTPS",K01937,CTP synthase [EC:6.3.4.2],-,-,-,-,-,-
gene0082,Scaffold1,G_bin310,-,82413,81481,933,copper transporter,ENOG410XPWI,S,-,-,-,-,-,-,-,-,-
gene0083,Scaffold1,G_bin310,-,83659,82421,1239,hypothetical protein,COG4825,S,-,-,-,-,-,-,-,-,-
gene0084,Scaffold1,G_bin310,-,85509,83746,1764,DNA repair protein RecN,COG0497,L,recN,K03631,DNA repair protein RecN (Recombination protein N),-,-,-,-,-,-
gene0085,Scaffold1,G_bin310,-,86432,85512,921,NAD kinase,COG0061,G,"ppnK, NADK",K00858,NAD+ kinase [EC:2.7.1.23],-,-,-,-,-,-
gene0086,Scaffold1,G_bin310,-,87235,86429,807,TlyA family RNA methyltransferase,COG1189,J,tlyA,K06442,23S rRNA (cytidine1920-2'-O)/16S rRNA (cytidine1409-2'-O)-methyltransferase [EC:2.1.1.226 2.1.1.227],-,-,-,-,-,-
gene0087,Scaffold1,G_bin310,-,87456,87238,219,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0088,Scaffold1,G_bin310,-,88501,87497,1005,HAD-IIA family hydrolase,COG0647,G,E3.1.3.21,K06117,glycerol-1-phosphatase [EC:3.1.3.21],-,-,-,-,-,-
gene0089,Scaffold1,G_bin310,-,89129,88494,636,tetratricopeptide repeat protein,ENOG4110GX4,S,-,-,-,-,-,-,-,-,-
gene0090,Scaffold1,G_bin310,+,89142,89387,246,-,-,-,-,-,-,-,-,-,-,-,-
gene0091,Scaffold1,G_bin310,+,89448,91106,1659,ABC-F family ATP-binding cassette domain-containing protein,COG0488,S,-,-,-,-,-,TaeA,"Pleuromutilin (Tiamulin) ABC efflux pump found in Paenibacillus sp. LC231, a strain of Paenibacillus isolated from Lechuguilla Cave, NM, USA. Confers resistance to pleuromutilin antibiotics. Described by Pawlowski et al. 2016.",pleuromutilin antibiotic,antibiotic efflux
gene0092,Scaffold1,G_bin310,-,92409,91117,1293,tyrosine--tRNA ligase,COG0162,J,"YARS, tyrS",K01866,tyrosyl-tRNA synthetase [EC:6.1.1.1],-,-,-,-,-,-
gene0093,Scaffold1,G_bin310,+,92486,92611,126,-,-,-,-,-,-,-,-,-,-,-,-
gene0094,Scaffold1,G_bin310,-,93217,92588,630,DNA-3-methyladenine glycosylase,COG2094,L,MPG,K03652,DNA-3-methyladenine glycosylase [EC:3.2.2.21],-,-,-,-,-,-
gene0095,Scaffold1,G_bin310,+,93339,94028,690,ABC transporter ATP-binding protein,COG1131,V,ABC-2.A,K01990,ABC-2 type transport system ATP-binding protein,-,-,oleC,oleC is an ABC transporter isolated from Streptomyces antibioticus and is involved in oleandomycin secretion.,macrolide antibiotic,antibiotic efflux
gene0096,Scaffold1,G_bin310,+,94048,94803,756,ABC transporter permease,COG0842,V,ABC-2.P,K01992,ABC-2 type transport system permease protein,-,-,-,-,-,-
gene0097,Scaffold1,G_bin310,+,94980,95405,426,TetR family transcriptional regulator,ENOG4111QBX,K,-,-,-,-,-,-,-,-,-
gene0098,Scaffold1,G_bin310,-,95598,95395,204,Trm112 family protein,COG2835,S,-,-,-,-,-,-,-,-,-
gene0099,Scaffold1,G_bin310,-,96086,95607,480,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0100,Scaffold1,G_bin310,-,99164,96186,2979,alpha/beta fold hydrolase,COG3243,I,K03822,K03822,putative long chain acyl-CoA synthase [EC:6.2.1.-],-,-,-,-,-,-
gene0101,Scaffold1,G_bin310,-,99422,99204,219,-,-,-,-,-,-,-,-,-,-,-,-
gene0102,Scaffold1,G_bin310,-,99562,99419,144,-,-,-,-,-,-,-,-,-,-,-,-
gene0103,Scaffold2,G_bin310,+,144,1013,870,class I SAM-dependent methyltransferase,COG2230,M,cfa,K00574,cyclopropane-fatty-acyl-phospholipid synthase [EC:2.1.1.79],-,-,-,-,-,-
gene0104,Scaffold2,G_bin310,-,1878,1039,840,polyphosphate kinase 2 family protein,COG2326,S,-,-,-,-,-,-,-,-,-
gene0105,Scaffold2,G_bin310,-,2623,1904,720,TetR/AcrR family transcriptional regulator,ENOG4111MGV,K,-,-,-,-,-,-,-,-,-
gene0106,Scaffold2,G_bin310,+,2718,4034,1317,DUF445 domain-containing protein,COG2733,S,-,-,-,-,-,-,-,-,-
gene0107,Scaffold2,G_bin310,+,4134,4550,417,helix-turn-helix transcriptional regulator,COG1396,K,-,-,-,-,-,-,-,-,-
gene0108,Scaffold2,G_bin310,+,4583,5233,651,heparin-binding hemagglutinin,ENOG4111VCJ,S,hbhA,K16645,heparin binding hemagglutinin HbhA,-,-,-,-,-,-
gene0109,Scaffold2,G_bin310,+,5282,5560,279,DUF2516 family protein,-,-,-,-,-,-,-,-,-,-,-
gene0110,Scaffold2,G_bin310,+,5681,6004,324,DUF2599 domain-containing protein,ENOG4112CXB,S,-,-,-,-,-,-,-,-,-
gene0111,Scaffold2,G_bin310,+,6360,6824,465,transglycosylase family protein,-,-,rpfC,K21689,resuscitation-promoting factor RpfC,-,-,-,-,-,-
gene0112,Scaffold2,G_bin310,-,6974,6858,117,-,-,-,-,-,-,-,-,-,-,-,-
gene0113,Scaffold2,G_bin310,+,7089,7370,282,acyl carrier protein,COG0236,I,acpP,K02078,acyl carrier protein,-,-,-,-,-,-
gene0114,Scaffold2,G_bin310,+,7436,9055,1620,long-chain-fatty acid--ACP ligase MbtM,COG0318,I;Q,mbtM,K01909,long-chain-fatty-acid--[acyl-carrier-protein] ligase [EC:6.2.1.20],-,-,-,-,-,-
gene0115,Scaffold2,G_bin310,+,9052,10227,1176,acyl-CoA/acyl-ACP dehydrogenase,ENOG410Y5AK,I,"mbtN, fadE14",K00257,acyl-ACP dehydrogenase [EC:1.3.99.-],-,-,-,-,-,-
gene0116,Scaffold2,G_bin310,-,10745,10224,522,siderophore biosynthesis protein,COG1670,J,mbtK,K21992,lysine N-acyltransferase [EC:2.3.1.-],-,-,-,-,-,-
gene0117,Scaffold2,G_bin310,-,11664,10906,759,isocitrate lyase/phosphoenolpyruvate mutase family protein,COG2513,G,-,-,-,-,-,-,-,-,-
gene0118,Scaffold2,G_bin310,+,11756,12460,705,deoxyribose-phosphate aldolase,COG0274,F,"deoC, DERA",K01619,deoxyribose-phosphate aldolase [EC:4.1.2.4],-,-,-,-,-,-
gene0119,Scaffold2,G_bin310,-,13266,12457,810,DUF2993 domain-containing protein,ENOG410Z69E,S,-,-,-,-,-,-,-,-,-
gene0120,Scaffold2,G_bin310,-,14193,13414,780,carbon-nitrogen hydrolase family protein,COG0388,S,"NIT1, ybeM",K11206,deaminated glutathione amidase [EC:3.5.1.128],-,-,-,-,-,-
gene0121,Scaffold2,G_bin310,-,15015,14212,804,SAM-dependent methyltransferase,ENOG410XS1C,S,-,-,-,-,-,-,-,-,-
gene0122,Scaffold2,G_bin310,+,15151,15597,447,lipoprotein LpqH,-,-,lpqH,K14953,ipoprotein LpqH,-,-,-,-,-,-
gene0123,Scaffold2,G_bin310,+,15653,17338,1686,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0124,Scaffold2,G_bin310,+,17335,18525,1191,CHAT domain-containing protein,-,-,-,-,-,-,-,-,-,-,-
gene0125,Scaffold2,G_bin310,-,19015,18527,489,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0126,Scaffold2,G_bin310,+,19033,20361,1329,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0127,Scaffold2,G_bin310,+,20430,21437,1008,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0128,Scaffold2,G_bin310,-,21965,21465,501,DUF2505 domain-containing protein,ENOG4111WIK,S,-,-,-,-,-,-,-,-,-
gene0129,Scaffold2,G_bin310,-,22470,21991,480,DUF2505 domain-containing protein,ENOG41122ZI,S,-,-,-,-,-,-,-,-,-
gene0130,Scaffold2,G_bin310,+,22521,23612,1092,UDP-N-acetylmuramate dehydrogenase,COG0812,M,murB,K00075,UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98],-,-,-,-,-,-
gene0131,Scaffold2,G_bin310,+,23661,24437,777,prolipoprotein diacylglyceryl transferase,ENOG4111RKM,M,-,-,-,-,-,-,-,-,-
gene0132,Scaffold2,G_bin310,+,24479,24775,297,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0133,Scaffold2,G_bin310,-,25054,24899,156,-,-,-,-,-,-,-,-,-,-,-,-
gene0134,Scaffold2,G_bin310,+,25020,25229,210,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0135,Scaffold2,G_bin310,+,25232,26794,1563,radical SAM protein,COG1964,S,K06937,K06937,"7,8-dihydro-6-hydroxymethylpterin dimethyltransferase [EC:2.1.1.-]",-,-,-,-,-,-
gene0136,Scaffold2,G_bin310,+,27562,27975,414,Uncharacterised protein,-,-,-,-,-,-,-,-,-,-,-
gene0137,Scaffold2,G_bin310,+,28003,28458,456,helix-turn-helix transcriptional regulator,COG1733,K,-,-,-,-,-,-,-,-,-
gene0138,Scaffold2,G_bin310,+,28551,28994,444,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0139,Scaffold2,G_bin310,+,29153,30451,1299,"L,D-transpeptidase family protein",COG1376,S,-,-,-,-,-,-,-,-,-
gene0141,Scaffold2,G_bin310,-,31750,31106,645,SDR family oxidoreductase,COG4221,S,-,-,-,-,-,-,-,-,-
gene0142,Scaffold2,G_bin310,-,32201,31962,240,-,-,-,-,-,-,-,-,-,-,-,-
gene0143,Scaffold2,G_bin310,+,32157,33395,1239,ROK family transcriptional regulator,COG1940,G,-,-,-,-,-,-,-,-,-
gene0144,Scaffold2,G_bin310,-,33512,33381,132,-,-,-,-,-,-,-,-,-,-,-,-
gene0145,Scaffold2,G_bin310,+,33513,33956,444,SRPBCC family protein,ENOG41127AQ,S,-,-,-,-,-,-,-,-,-
gene0146,Scaffold2,G_bin310,+,34021,35352,1332,D-inositol-3-phosphate glycosyltransferase,COG0438,M,mshA,K15521,D-inositol-3-phosphate glycosyltransferase [EC:2.4.1.250],GT,GT4,-,-,-,-
gene0147,Scaffold2,G_bin310,+,35394,35852,459,YbjN domain-containing protein,-,-,-,-,-,-,-,-,-,-,-
gene0148,Scaffold2,G_bin310,+,35936,37483,1548,AMP-binding protein,COG0318,I;Q,-,-,-,-,-,-,-,-,-
gene0149,Scaffold2,G_bin310,+,37505,38089,585,pyridoxamine 5'-phosphate oxidase family protein,ENOG4111KNT,S,-,-,-,-,-,-,-,-,-
gene0150,Scaffold2,G_bin310,+,38236,39120,885,SDR family NAD(P)-dependent oxidoreductase,-,-,-,-,-,-,-,-,-,-,-
gene0151,Scaffold2,G_bin310,+,39117,41138,2022,lipase,COG2072,P,-,-,-,CE,CE10,-,-,-,-
gene0152,Scaffold2,G_bin310,+,41151,42092,942,reductase,-,-,-,-,-,-,-,-,-,-,-
gene0153,Scaffold2,G_bin310,+,42134,43636,1503,NAD(P)/FAD-dependent oxidoreductase,COG2072,P,-,-,-,-,-,-,-,-,-
gene0154,Scaffold2,G_bin310,+,43778,45061,1284,hypothetical protein,ENOG410YRYK,S,papA5,K23414,phenolphthiocerol/phthiocerol/phthiodiolone dimycocerosyl transferase [EC:2.3.1.282],-,-,-,-,-,-
gene0155,Scaffold2,G_bin310,+,45159,45650,492,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0156,Scaffold2,G_bin310,+,45715,46485,771,phosphoglyceromutase,COG0588,G,"PGAM, gpmA",K01834,"2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]",-,-,-,-,-,-
gene0157,Scaffold2,G_bin310,+,46636,47946,1311,two-component sensor histidine kinase,ENOG410XNMH,T,senX3,K07768,"two-component system, OmpR family, sensor histidine kinase SenX3 [EC:2.7.13.3]",-,-,vanSB,vanSB is a vanS variant found in the vanB gene cluster,glycopeptide antibiotic,antibiotic target alteration
gene0158,Scaffold2,G_bin310,+,47955,48629,675,MULTISPECIES: response regulator transcription factor,COG0745,T,regX3,K07776,"two-component system, OmpR family, response regulator RegX3",-,-,mtrA,MtrA is a transcriptional activator of the MtrCDE multidrug efflux pump of Neisseria gonorrhoeae.,macrolide antibiotic;penam,antibiotic efflux
gene0159,Scaffold2,G_bin310,+,48780,50060,1281,TetR/AcrR family transcriptional regulator,ENOG410XUF9,K,-,-,-,-,-,-,-,-,-
gene0160,Scaffold2,G_bin310,+,50134,51483,1350,AarF/ABC1/UbiB kinase family protein,COG0661,S,-,-,-,-,-,-,-,-,-
gene0161,Scaffold2,G_bin310,+,51810,52586,777,alpha/beta hydrolase,COG0657,I,-,-,-,CE,CE10,-,-,-,-
gene0162,Scaffold2,G_bin310,+,52691,53440,750,SDR family NAD(P)-dependent oxidoreductase,ENOG410XRZ9,S,-,-,-,-,-,-,-,-,-
gene0163,Scaffold2,G_bin310,+,53437,54987,1551,NAD(P)/FAD-dependent oxidoreductase,COG2072,P,-,-,-,-,-,-,-,-,-
gene0164,Scaffold2,G_bin310,+,55151,55807,657,hypothetical protein,ENOG410YA4Y,S,-,-,-,-,-,-,-,-,-
gene0165,Scaffold2,G_bin310,+,55804,57381,1578,NAD(P)/FAD-dependent oxidoreductase,COG2072,P,-,-,-,-,-,-,-,-,-
gene0166,Scaffold2,G_bin310,+,57390,57923,534,SRPBCC family protein,ENOG410YKW2,S,-,-,-,-,-,-,-,-,-
gene0167,Scaffold2,G_bin310,-,58729,57920,810,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0168,Scaffold2,G_bin310,-,59533,58733,801,hypothetical protein,-,-,-,-,-,-,-,-,-,-,-
gene0169,Scaffold2,G_bin310,-,60540,59530,1011,MCE family protein,ENOG410XT1E,S,"mlaD, linM",K02067,phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein,-,-,-,-,-,-
gene0170,Scaffold2,G_bin310,-,61622,60588,1035,MCE family protein,COG1463,Q,-,-,-,-,-,-,-,-,-
gene0171,Scaffold2,G_bin310,-,62782,61619,1164,MCE family protein,-,-,-,-,-,-,-,-,-,-,-
gene0172,Scaffold2,G_bin310,-,63897,62875,1023,Mce family protein,ENOG4111XRB,S,"mlaD, linM",K02067,phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein,-,-,-,-,-,-
gene0173,Scaffold2,G_bin310,-,64907,63894,1014,MCE family protein,COG1463,Q,"mlaD, linM",K02067,phospholipid/cholesterol/gamma-HCH transport system substrate-binding protein,-,-,-,-,-,-
gene0174,Scaffold2,G_bin310,-,65923,64904,1020,MCE family protein,ENOG410YHK4,S,-,-,-,-,-,-,-,-,-
gene0175,Scaffold2,G_bin310,-,66874,65996,879,ABC transporter permease,COG0767,Q,"mlaE, linK",K02066,phospholipid/cholesterol/gamma-HCH transport system permease protein,-,-,-,-,-,-
